action,argmax_correct,choice,choice_is_argmax,confidence,correct,id,input_tokens,kind,latency_ms,output_tokens,regret,safe,split,state_id,valid,variant
straight,True,straight,True,0.43,True,holdout-028-compact,504,ablation,397.31,38,0,True,holdout,holdout-028,True,compact
straight,True,north,True,0.56,True,development-019-absolute,492,ablation,313.18,38,0,True,development,development-019,True,absolute
straight,True,straight,True,0.74,True,holdout-007-compact,481,ablation,339.29,38,0,True,holdout,holdout-007,True,compact
straight,True,straight,True,0.49,True,development-002-order-1-1,606,order,298.61,38,0,True,development,development-002,True,original
straight,True,straight,True,0.51,True,development-004-compact,489,ablation,346.36,38,0,True,development,development-004,True,compact
straight,True,straight,True,0.38,True,development-059-original,587,ablation,373.68,38,0,True,development,development-059,True,original
straight,False,west,True,0.26,False,holdout-042-absolute,480,ablation,326.48,38,2,True,holdout,holdout-042,True,absolute
straight,False,straight,True,0.24,False,holdout-042-compact,480,ablation,316.48,38,2,True,holdout,holdout-042,True,compact
straight,False,straight,True,0.06,False,holdout-012-compact,480,ablation,291.21,38,2,True,holdout,holdout-012,True,compact
straight,True,straight,True,0.65,True,development-004-original,597,ablation,292.85,38,0,True,development,development-004,True,original
,True,yes,True,0.92,True,development-017-safe-left,449,atomic,291.85,31,,,development,development-017,True,safe
,True,yes,True,0.8,True,development-022-safe-straight,449,atomic,304.14,31,,,development,development-022,True,safe
straight,True,straight,True,0.4,True,development-006-order-2-0,609,order,306.72,38,0,True,development,development-006,True,original
straight,False,straight,True,0.19,False,holdout-058-local,591,ablation,338.36,38,2,True,holdout,holdout-058,True,local
straight,False,straight,True,0.06,False,development-010-order-3-1,598,order,288.8,38,2,True,development,development-010,True,original
straight,True,straight,True,0.31,True,development-000-order-0-1,625,order,277.37,38,0,True,development,development-000,True,original
right,True,right,True,0.54,True,holdout-004-compact,516,ablation,308.19,38,0,True,holdout,holdout-004,True,compact
straight,False,straight,True,0.42,False,development-042-original,589,ablation,324.09,38,2,True,development,development-042,True,original
straight,True,straight,True,0.42,True,holdout-010-local,630,ablation,311.25,38,0,True,holdout,holdout-010,True,local
straight,True,straight,True,0.39,True,development-008-order-4-1,586,order,309.04,38,0,True,development,development-008,True,original
straight,False,north,True,0.31,False,holdout-045-absolute,487,ablation,284.28,38,2,True,holdout,holdout-045,True,absolute
right,True,east,True,0.34,True,development-052-absolute,481,ablation,458.52,38,0,True,development,development-052,True,absolute
straight,True,straight,True,0.81,True,holdout-015-original,625,ablation,436.14,38,0,True,holdout,holdout-015,True,original
straight,True,straight,True,0.64,True,holdout-031-local,591,ablation,429.22,38,0,True,holdout,holdout-031,True,local
left,True,left,True,0.1,True,holdout-056-compact,485,ablation,337.43,38,0,True,holdout,holdout-056,True,compact
straight,True,south,True,0.51,True,holdout-003-absolute,502,ablation,352.93,38,0,True,holdout,holdout-003,True,absolute
straight,False,straight,True,0.06,False,holdout-055-original,589,ablation,315.88,38,2,True,holdout,holdout-055,True,original
straight,False,east,True,0.63,False,development-018-absolute,504,ablation,291.35,38,2,True,development,development-018,True,absolute
,True,yes,True,0.66,True,development-001-safe-straight,456,atomic,280.45,31,,,development,development-001,True,safe
straight,True,straight,True,0.27,True,holdout-053-original,588,ablation,359.21,38,0,True,holdout,holdout-053,True,original
,True,no,True,0.91,True,development-013-progress-left,487,atomic,370.19,31,,,development,development-013,True,progress
left,False,left,True,0.36,False,development-036-original,593,ablation,334.88,38,2,True,development,development-036,True,original
straight,True,north,True,0.54,True,development-000-absolute,519,ablation,350.95,38,0,True,development,development-000,True,absolute
,True,yes,True,0.73,True,development-009-progress-left,455,atomic,320.76,31,,,development,development-009,True,progress
straight,True,straight,True,0.62,True,holdout-027-compact,504,ablation,324.31,38,0,True,holdout,holdout-027,True,compact
straight,False,east,True,0.04,False,holdout-055-absolute,481,ablation,300.51,38,2,True,holdout,holdout-055,True,absolute
straight,True,straight,True,1.0,True,holdout-015-exact,600,ablation,309.54,38,0,True,holdout,holdout-015,True,exact
straight,True,straight,True,0.21,True,development-000-order-3-1,625,order,333.43,38,0,True,development,development-000,True,original
straight,False,straight,True,0.2,False,development-005-order-0-1,606,order,291.74,38,2,True,development,development-005,True,original
straight,False,straight,True,0.37,False,holdout-048-original,590,ablation,335.88,38,2,True,holdout,holdout-048,True,original
,True,yes,True,0.92,True,development-026-safe-straight,467,atomic,485.59,31,,,development,development-026,True,safe
straight,True,straight,True,0.6,True,development-046-compact,481,ablation,306.32,38,0,True,development,development-046,True,compact
straight,True,straight,True,0.64,True,development-004-order-3-1,597,order,350.21,38,0,True,development,development-004,True,original
left,True,left,True,0.38,True,development-050-original,589,ablation,361.23,38,0,True,development,development-050,True,original
straight,True,straight,True,0.88,True,holdout-046-exact,564,ablation,377.94,38,0,True,holdout,holdout-046,True,exact
straight,True,straight,True,0.74,True,development-004-order-5-1,597,order,342.54,38,0,True,development,development-004,True,original
straight,True,straight,True,1.0,True,holdout-025-exact,576,ablation,406.56,38,0,True,holdout,holdout-025,True,exact
left,True,left,True,0.99,True,development-047-exact,573,ablation,322.51,38,0,True,development,development-047,True,exact
,False,no,True,0.48,False,development-005-progress-right,473,atomic,310.85,31,,,development,development-005,True,progress
right,True,right,True,0.83,True,holdout-014-exact,578,ablation,340.44,38,0,True,holdout,holdout-014,True,exact
left,True,north,True,0.36,True,holdout-047-absolute,485,ablation,333.76,38,0,True,holdout,holdout-047,True,absolute
right,True,right,True,0.21,True,development-027-original,611,ablation,300.26,38,0,True,development,development-027,True,original
straight,True,north,True,0.15,True,holdout-030-absolute,492,ablation,307.26,38,0,True,holdout,holdout-030,True,absolute
left,True,north,True,0.34,True,holdout-050-absolute,486,ablation,339.03,38,0,True,holdout,holdout-050,True,absolute
left,True,left,True,0.32,True,development-003-order-0-1,619,order,298.41,38,0,True,development,development-003,True,original
right,True,right,True,0.72,True,development-013-original,618,ablation,295.04,38,0,True,development,development-013,True,original
left,False,east,True,0.53,False,development-033-absolute,511,ablation,352.67,38,2,True,development,development-033,True,absolute
left,True,left,True,0.24,True,development-003-order-2-1,619,order,326.82,38,0,True,development,development-003,True,original
straight,True,straight,True,0.66,True,holdout-028-exact,586,ablation,376.57,38,0,True,holdout,holdout-028,True,exact
straight,False,straight,True,0.2,False,holdout-034-original,589,ablation,355.87,38,2,True,holdout,holdout-034,True,original
,True,no,True,0.17,True,development-021-progress-left,486,atomic,314.08,31,,,development,development-021,True,progress
straight,True,straight,True,0.21,True,holdout-009-original,616,ablation,385.38,38,0,True,holdout,holdout-009,True,original
straight,True,straight,True,0.36,True,development-057-original,593,ablation,296.62,38,0,True,development,development-057,True,original
straight,False,straight,True,0.36,False,development-018-original,612,ablation,332.97,38,2,True,development,development-018,True,original
straight,True,straight,True,1.0,True,development-028-exact,595,ablation,335.69,38,0,True,development,development-028,True,exact
right,True,right,True,0.1,True,holdout-016-original,630,ablation,579.77,38,0,True,holdout,holdout-016,True,original
straight,True,straight,True,0.34,True,development-051-original,594,ablation,307.08,38,0,True,development,development-051,True,original
,True,no,True,0.41,True,development-010-progress-left,464,atomic,316.11,31,,,development,development-010,True,progress
,True,no,True,0.46,True,development-001-progress-right,468,atomic,381.15,31,,,development,development-001,True,progress
,True,no,True,0.54,True,development-007-progress-straight,482,atomic,687.22,31,,,development,development-007,True,progress
,True,yes,True,0.18,True,development-010-safe-straight,452,atomic,365.77,31,,,development,development-010,True,safe
straight,False,straight,True,0.1,False,development-007-order-3-1,615,order,320.64,38,2,True,development,development-007,True,original
straight,False,straight,True,0.14,False,development-010-order-2-0,598,order,308.58,38,2,True,development,development-010,True,original
,True,yes,True,0.83,True,development-021-progress-straight,487,atomic,315.9,31,,,development,development-021,True,progress
straight,False,straight,True,0.06,False,development-005-order-3-1,606,order,317.2,38,2,True,development,development-005,True,original
straight,True,straight,True,0.63,True,holdout-028-original,611,ablation,313.48,38,0,True,holdout,holdout-028,True,original
straight,True,straight,True,0.93,True,development-019-local,597,ablation,299.84,38,0,True,development,development-019,True,local
straight,True,straight,True,0.29,True,holdout-010-original,631,ablation,341.19,38,0,True,holdout,holdout-010,True,original
,True,yes,True,0.41,True,development-001-progress-straight,468,atomic,352.27,31,,,development,development-001,True,progress
straight,True,straight,True,0.82,True,development-025-compact,487,ablation,384.54,38,0,True,development,development-025,True,compact
straight,True,straight,True,0.48,True,development-021-original,619,ablation,330.74,38,0,True,development,development-021,True,original
left,True,left,True,0.9,True,development-008-exact,562,ablation,374.46,38,0,True,development,development-008,True,exact
straight,False,straight,True,0.36,False,development-005-order-5-1,606,order,343.14,38,2,True,development,development-005,True,original
straight,False,straight,True,0.09,False,development-007-order-4-1,615,order,275.12,38,2,True,development,development-007,True,original
straight,True,straight,True,0.27,True,holdout-030-compact,492,ablation,332.66,38,0,True,holdout,holdout-030,True,compact
right,True,right,True,0.42,True,development-035-local,610,ablation,343.36,38,0,True,development,development-035,True,local
straight,True,north,True,0.42,True,holdout-001-absolute,502,ablation,328.47,38,0,True,holdout,holdout-001,True,absolute
left,False,left,True,0.33,False,development-002-order-3-0,606,order,278.96,38,2,True,development,development-002,True,original
straight,True,straight,True,0.27,True,development-000-order-5-0,625,order,341.17,38,0,True,development,development-000,True,original
left,True,left,True,0.97,True,development-049-exact,588,ablation,404.22,38,0,True,development,development-049,True,exact
straight,True,straight,True,0.62,True,development-004-order-3-0,597,order,327.48,38,0,True,development,development-004,True,original
left,False,left,True,0.15,False,holdout-059-local,589,ablation,314.96,38,2,True,holdout,holdout-059,True,local
straight,True,straight,True,0.29,True,development-001-order-4-1,602,order,333.3,38,0,True,development,development-001,True,original
straight,False,straight,True,0.34,False,holdout-058-compact,486,ablation,362.83,38,2,True,holdout,holdout-058,True,compact
,True,no,True,0.5,True,development-028-progress-left,486,atomic,426.25,31,,,development,development-028,True,progress
straight,True,east,True,0.97,True,holdout-018-absolute,486,ablation,427.81,38,0,True,holdout,holdout-018,True,absolute
straight,False,straight,True,0.24,False,development-003-order-5-1,619,order,331.82,38,2,True,development,development-003,True,original
straight,True,straight,True,0.32,True,development-033-original,618,ablation,324.53,38,0,True,development,development-033,True,original
right,True,right,True,0.84,True,holdout-008-exact,593,ablation,306.69,38,0,True,holdout,holdout-008,True,exact
straight,True,straight,True,0.4,True,development-001-order-5-1,602,order,355.96,38,0,True,development,development-001,True,original
,True,yes,True,0.93,True,development-016-progress-straight,484,atomic,351.74,31,,,development,development-016,True,progress
straight,True,straight,True,0.27,True,development-001-order-3-1,602,order,406.27,38,0,True,development,development-001,True,original
straight,True,straight,True,0.92,True,holdout-030-exact,574,ablation,335.22,38,0,True,holdout,holdout-030,True,exact
straight,True,straight,True,0.76,True,holdout-020-local,613,ablation,368.41,38,0,True,holdout,holdout-020,True,local
straight,True,north,True,0.3,True,holdout-024-absolute,523,ablation,314.31,38,0,True,holdout,holdout-024,True,absolute
straight,True,west,True,0.25,True,holdout-046-absolute,481,ablation,320.89,38,0,True,holdout,holdout-046,True,absolute
right,True,right,True,0.19,True,development-058-compact,486,ablation,347.49,38,0,True,development,development-058,True,compact
straight,False,straight,True,0.07,False,development-011-order-3-1,594,order,316.86,38,2,True,development,development-011,True,original
straight,False,straight,True,0.2,False,development-010-order-0-0,598,order,276.92,38,2,True,development,development-010,True,original
left,True,left,True,0.39,True,holdout-053-local,585,ablation,290.08,38,0,True,holdout,holdout-053,True,local
straight,False,straight,True,0.64,False,holdout-048-compact,482,ablation,307.73,38,2,True,holdout,holdout-048,True,compact
,True,no,True,0.93,True,development-001-safe-right,456,atomic,318.7,31,,,development,development-001,True,safe
straight,True,east,True,0.99,True,holdout-015-absolute,518,ablation,309.34,38,0,True,holdout,holdout-015,True,absolute
left,True,north,True,0.75,True,development-055-absolute,491,ablation,387.27,38,0,True,development,development-055,True,absolute
straight,True,straight,True,0.63,True,development-004-order-1-1,597,order,354.01,38,0,True,development,development-004,True,original
left,True,west,True,0.32,True,development-014-absolute,501,ablation,298.98,38,0,True,development,development-014,True,absolute
straight,True,north,True,0.42,True,holdout-035-absolute,481,ablation,332.72,38,0,True,holdout,holdout-035,True,absolute
straight,True,straight,True,1.0,True,development-038-exact,593,ablation,322.24,38,0,True,development,development-038,True,exact
,True,yes,True,0.93,True,development-009-safe-left,443,atomic,390.78,31,,,development,development-009,True,safe
,True,no,True,0.91,True,development-014-safe-right,462,atomic,329.17,31,,,development,development-014,True,safe
,True,yes,True,0.71,True,development-001-safe-left,456,atomic,310.09,31,,,development,development-001,True,safe
right,True,right,True,0.23,True,development-007-compact,509,ablation,337.12,38,0,True,development,development-007,True,compact
left,False,left,True,0.2,False,development-002-order-2-1,606,order,393.69,38,2,True,development,development-002,True,original
right,True,right,True,1.0,True,holdout-048-exact,564,ablation,344.03,38,0,True,holdout,holdout-048,True,exact
straight,False,straight,True,0.27,False,development-005-compact,498,ablation,368.63,38,2,True,development,development-005,True,compact
straight,False,straight,True,0.12,False,development-007-original,615,ablation,406.06,38,2,True,development,development-007,True,original
,True,no,True,0.79,True,development-016-progress-left,484,atomic,332.47,31,,,development,development-016,True,progress
right,True,right,True,0.99,True,development-018-exact,586,ablation,379.1,38,0,True,development,development-018,True,exact
right,True,right,True,1.0,True,development-007-exact,591,ablation,382.24,38,0,True,development,development-007,True,exact
straight,True,straight,True,0.91,True,holdout-002-original,601,ablation,358.65,38,0,True,holdout,holdout-002,True,original
straight,True,straight,True,0.8,True,development-034-exact,596,ablation,337.12,38,0,True,development,development-034,True,exact
left,True,left,True,0.88,True,development-006-exact,587,ablation,369.62,38,0,True,development,development-006,True,exact
straight,True,straight,True,1.0,True,holdout-029-exact,581,ablation,341.12,38,0,True,holdout,holdout-029,True,exact
left,True,left,True,0.65,True,holdout-038-exact,563,ablation,377.97,38,0,True,holdout,holdout-038,True,exact
straight,False,straight,True,0.09,False,holdout-012-local,585,ablation,323.47,38,2,True,holdout,holdout-012,True,local
straight,True,straight,True,1.0,True,holdout-020-exact,592,ablation,378.16,38,0,True,holdout,holdout-020,True,exact
straight,True,straight,True,0.91,True,holdout-054-compact,480,ablation,365.11,38,0,True,holdout,holdout-054,True,compact
straight,True,straight,True,0.37,True,development-006-order-1-0,609,order,296.79,38,0,True,development,development-006,True,original
straight,True,south,True,0.35,True,development-046-absolute,481,ablation,315.17,38,0,True,development,development-046,True,absolute
straight,True,straight,True,0.91,True,holdout-027-local,609,ablation,269.52,38,0,True,holdout,holdout-027,True,local
,True,yes,True,0.92,True,development-018-safe-straight,467,atomic,291.94,31,,,development,development-018,True,safe
straight,True,east,True,0.98,True,holdout-054-absolute,480,ablation,281.74,38,0,True,holdout,holdout-054,True,absolute
straight,True,east,True,0.57,True,development-026-absolute,504,ablation,302.67,38,0,True,development,development-026,True,absolute
straight,True,straight,True,0.44,True,development-037-local,619,ablation,328.55,38,0,True,development,development-037,True,local
right,False,north,True,0.24,False,holdout-038-absolute,481,ablation,333.25,38,2,True,holdout,holdout-038,True,absolute
,True,yes,True,0.34,True,development-025-progress-right,462,atomic,294.57,31,,,development,development-025,True,progress
left,True,left,True,0.61,True,development-043-local,589,ablation,285.47,38,0,True,development,development-043,True,local
straight,True,straight,True,0.19,True,holdout-016-local,628,ablation,328.35,38,0,True,holdout,holdout-016,True,local
straight,True,straight,True,0.29,True,holdout-035-compact,481,ablation,296.65,38,0,True,holdout,holdout-035,True,compact
right,True,right,True,0.74,True,development-032-local,609,ablation,330.8,38,0,True,development,development-032,True,local
left,True,west,True,0.52,True,development-009-absolute,480,ablation,381.12,38,0,True,development,development-009,True,absolute
straight,False,west,True,0.34,False,holdout-012-absolute,480,ablation,364.05,38,2,True,holdout,holdout-012,True,absolute
left,True,left,True,0.29,True,development-014-original,607,ablation,388.24,38,0,True,development,development-014,True,original
straight,True,east,True,0.82,True,holdout-049-absolute,481,ablation,369.95,38,0,True,holdout,holdout-049,True,absolute
,True,yes,True,0.67,True,development-008-progress-left,455,atomic,310.5,31,,,development,development-008,True,progress
,True,no,True,0.85,True,development-010-progress-straight,464,atomic,322.53,31,,,development,development-010,True,progress
straight,True,straight,True,0.29,True,holdout-011-compact,502,ablation,308.76,38,0,True,holdout,holdout-011,True,compact
straight,True,straight,True,0.68,True,development-004-order-2-1,597,order,606.27,38,0,True,development,development-004,True,original
straight,True,straight,True,0.75,True,development-016-compact,510,ablation,370.88,38,0,True,development,development-016,True,compact
straight,True,straight,True,0.77,True,development-038-local,616,ablation,454.99,38,0,True,development,development-038,True,local
left,False,left,True,0.15,False,holdout-040-original,594,ablation,453.94,38,2,True,holdout,holdout-040,True,original
,True,no,True,0.6,True,development-015-progress-straight,493,atomic,483.99,31,,,development,development-015,True,progress
left,True,left,True,0.62,True,holdout-037-local,593,ablation,330.06,38,0,True,holdout,holdout-037,True,local
,True,yes,True,0.85,True,development-024-safe-left,474,atomic,357.08,31,,,development,development-024,True,safe
straight,True,straight,True,0.9,True,development-021-exact,594,ablation,319.26,38,0,True,development,development-021,True,exact
,True,yes,True,0.9,True,development-011-safe-straight,449,atomic,347.88,31,,,development,development-011,True,safe
straight,True,straight,True,0.68,True,development-004-order-0-0,597,order,341.88,38,0,True,development,development-004,True,original
straight,True,straight,True,0.26,True,development-000-order-4-0,625,order,315.82,38,0,True,development,development-000,True,original
right,True,right,True,0.98,True,holdout-004-exact,600,ablation,303.83,38,0,True,holdout,holdout-004,True,exact
straight,True,straight,True,0.31,True,holdout-011-original,609,ablation,311.54,38,0,True,holdout,holdout-011,True,original
,True,no,True,0.09,True,development-012-progress-right,482,atomic,301.9,31,,,development,development-012,True,progress
left,True,north,True,0.48,True,development-011-absolute,486,ablation,337.28,38,0,True,development,development-011,True,absolute
straight,True,straight,True,0.62,True,holdout-019-local,622,ablation,456.59,38,0,True,holdout,holdout-019,True,local
,True,yes,True,0.24,True,development-007-safe-straight,470,atomic,328.23,31,,,development,development-007,True,safe
,True,yes,True,0.36,True,development-028-safe-straight,473,atomic,328.68,31,,,development,development-028,True,safe
,True,yes,True,0.71,True,development-020-safe-right,467,atomic,328.31,31,,,development,development-020,True,safe
straight,True,straight,True,0.46,True,development-034-local,619,ablation,402.53,38,0,True,development,development-034,True,local
,True,yes,True,0.85,True,development-019-safe-straight,455,atomic,389.11,31,,,development,development-019,True,safe
straight,False,straight,True,0.11,False,holdout-041-compact,492,ablation,290.42,38,2,True,holdout,holdout-041,True,compact
,True,no,True,0.99,True,development-028-safe-left,474,atomic,350.03,31,,,development,development-028,True,safe
left,False,left,True,0.19,False,development-033-compact,511,ablation,428.96,38,2,True,development,development-033,True,compact
right,True,right,True,0.32,True,development-032-original,610,ablation,374.33,38,0,True,development,development-032,True,original
left,True,left,True,0.25,True,development-041-original,589,ablation,341.97,38,0,True,development,development-041,True,original
right,True,right,True,0.98,True,development-017-exact,571,ablation,456.17,38,0,True,development,development-017,True,exact
left,True,left,True,1.0,True,holdout-050-exact,568,ablation,362.91,38,0,True,holdout,holdout-050,True,exact
right,True,right,True,0.33,True,holdout-048-local,587,ablation,347.07,38,0,True,holdout,holdout-048,True,local
right,True,right,True,1.0,True,holdout-033-exact,571,ablation,346.69,38,0,True,holdout,holdout-033,True,exact
,True,yes,True,0.79,True,development-013-progress-right,486,atomic,395.08,31,,,development,development-013,True,progress
right,True,right,True,0.13,True,development-007-order-3-0,615,order,326.11,38,0,True,development,development-007,True,original
straight,True,straight,True,0.4,True,development-001-local,603,ablation,304.77,38,0,True,development,development-001,True,local
straight,True,straight,True,0.47,True,development-039-compact,501,ablation,321.74,38,0,True,development,development-039,True,compact
right,True,right,True,0.29,True,development-018-local,609,ablation,362.05,38,0,True,development,development-018,True,local
,True,yes,True,0.32,True,development-002-safe-right,461,atomic,350.93,31,,,development,development-002,True,safe
straight,True,straight,True,0.36,True,development-001-order-0-0,602,order,344.83,38,0,True,development,development-001,True,original
,True,yes,True,0.82,True,development-025-safe-left,450,atomic,367.31,31,,,development,development-025,True,safe
left,True,left,True,1.0,True,holdout-039-exact,566,ablation,358.36,38,0,True,holdout,holdout-039,True,exact
straight,False,north,True,0.31,False,holdout-039-absolute,481,ablation,431.89,38,2,True,holdout,holdout-039,True,absolute
right,True,west,True,0.76,True,holdout-004-absolute,516,ablation,451.84,38,0,True,holdout,holdout-004,True,absolute
right,True,right,True,1.0,True,holdout-040-exact,571,ablation,404.74,38,0,True,holdout,holdout-040,True,exact
straight,True,straight,True,1.0,True,development-036-exact,568,ablation,401.73,38,0,True,development,development-036,True,exact
straight,True,straight,True,0.42,True,development-023-original,605,ablation,378.37,38,0,True,development,development-023,True,original
,True,yes,True,0.8,True,development-005-safe-right,461,atomic,319.42,31,,,development,development-005,True,safe
straight,True,straight,True,0.72,True,holdout-019-compact,517,ablation,359.65,38,0,True,holdout,holdout-019,True,compact
straight,True,straight,True,0.8,True,holdout-007-local,586,ablation,366.86,38,0,True,holdout,holdout-007,True,local
right,False,right,True,0.21,False,development-049-compact,504,ablation,301.13,38,4,True,development,development-049,True,compact
straight,True,straight,True,0.62,True,development-057-local,592,ablation,348.47,38,0,True,development,development-057,True,local
straight,True,straight,True,0.88,True,holdout-054-original,588,ablation,387.94,38,0,True,holdout,holdout-054,True,original
right,True,right,True,0.35,True,development-048-local,585,ablation,364.53,38,0,True,development,development-048,True,local
left,True,left,True,0.47,True,development-050-compact,481,ablation,338.15,38,0,True,development,development-050,True,compact
,True,yes,True,0.73,True,development-022-safe-right,449,atomic,323.06,31,,,development,development-022,True,safe
,True,no,True,0.2,True,development-005-progress-straight,473,atomic,313.46,31,,,development,development-005,True,progress
straight,True,straight,True,0.47,True,development-006-order-0-1,609,order,322.84,38,0,True,development,development-006,True,original
right,True,north,True,0.34,True,holdout-041-absolute,492,ablation,289.76,38,0,True,holdout,holdout-041,True,absolute
,True,no,True,0.96,True,development-013-safe-straight,475,atomic,363.42,31,,,development,development-013,True,safe
straight,True,north,True,0.28,True,development-022-absolute,486,ablation,318.4,38,0,True,development,development-022,True,absolute
straight,True,straight,True,0.81,True,holdout-031-exact,568,ablation,369.6,38,0,True,holdout,holdout-031,True,exact
straight,False,straight,True,0.38,False,development-045-original,601,ablation,378.68,38,2,True,development,development-045,True,original
straight,False,straight,True,0.19,False,development-010-order-1-0,598,order,370.25,38,2,True,development,development-010,True,original
,True,yes,True,0.95,True,development-026-progress-straight,479,atomic,330.81,31,,,development,development-026,True,progress
,True,no,True,0.92,True,development-019-progress-right,467,atomic,379.21,31,,,development,development-019,True,progress
straight,False,straight,True,0.21,False,holdout-058-original,594,ablation,344.35,38,2,True,holdout,holdout-058,True,original
right,True,right,True,1.0,True,holdout-051-exact,566,ablation,307.21,38,0,True,holdout,holdout-051,True,exact
straight,True,straight,True,0.91,True,holdout-049-exact,563,ablation,322.53,38,0,True,holdout,holdout-049,True,exact
straight,False,straight,True,0.17,False,holdout-026-compact,517,ablation,318.78,38,2,True,holdout,holdout-026,True,compact
,False,no,True,0.1,False,development-001-progress-left,468,atomic,378.19,31,,,development,development-001,True,progress
left,True,left,True,0.65,True,holdout-055-local,588,ablation,320.45,38,0,True,holdout,holdout-055,True,local
straight,True,straight,True,0.28,True,holdout-053-compact,480,ablation,329.38,38,0,True,holdout,holdout-053,True,compact
straight,True,straight,True,0.87,True,development-012-local,612,ablation,301.52,38,0,True,development,development-012,True,local
left,True,left,True,0.81,True,development-055-local,596,ablation,361.05,38,0,True,development,development-055,True,local
left,True,left,True,0.99,True,holdout-034-exact,565,ablation,360.42,38,0,True,holdout,holdout-034,True,exact
right,True,south,True,0.16,True,development-010-absolute,491,ablation,362.0,38,0,True,development,development-010,True,absolute
left,False,left,True,0.07,False,holdout-032-original,588,ablation,326.92,38,2,True,holdout,holdout-032,True,original
straight,True,straight,True,0.71,True,holdout-017-local,615,ablation,418.9,38,0,True,holdout,holdout-017,True,local
straight,False,straight,True,0.53,False,development-015-original,627,ablation,414.77,38,2,True,development,development-015,True,original
left,True,left,True,0.8,True,development-051-exact,569,ablation,376.0,38,0,True,development,development-051,True,exact
straight,False,straight,True,0.62,False,development-043-compact,481,ablation,380.39,38,2,True,development,development-043,True,compact
straight,True,straight,True,0.45,True,holdout-046-local,586,ablation,581.09,38,0,True,holdout,holdout-046,True,local
straight,True,straight,True,0.31,True,development-030-local,620,ablation,358.52,38,0,True,development,development-030,True,local
right,False,north,True,0.21,False,development-049-absolute,504,ablation,579.4,38,4,True,development,development-049,True,absolute
,True,yes,True,0.27,True,development-004-progress-straight,464,atomic,343.25,31,,,development,development-004,True,progress
straight,True,straight,True,0.39,True,development-040-original,590,ablation,320.03,38,0,True,development,development-040,True,original
straight,True,straight,True,0.83,True,holdout-020-compact,508,ablation,308.18,38,0,True,holdout,holdout-020,True,compact
straight,False,east,True,0.79,False,holdout-048-absolute,482,ablation,372.5,38,2,True,holdout,holdout-048,True,absolute
straight,True,straight,True,1.0,True,holdout-003-exact,584,ablation,334.48,38,0,True,holdout,holdout-003,True,exact
left,True,left,True,0.42,True,development-044-local,585,ablation,320.17,38,0,True,development,development-044,True,local
right,True,right,True,0.18,True,development-005-local,603,ablation,414.92,38,0,True,development,development-005,True,local
straight,False,straight,True,0.27,False,development-053-original,589,ablation,309.07,38,2,True,development,development-053,True,original
right,True,right,True,0.99,True,holdout-041-exact,574,ablation,289.95,38,0,True,holdout,holdout-041,True,exact
,True,yes,True,0.87,True,development-029-safe-straight,461,atomic,310.91,31,,,development,development-029,True,safe
left,False,left,True,0.06,False,development-029-original,605,ablation,339.5,38,2,True,development,development-029,True,original
straight,True,straight,True,0.76,True,holdout-000-local,598,ablation,272.97,38,0,True,holdout,holdout-000,True,local
left,False,left,True,0.16,False,development-010-order-4-1,598,order,285.3,38,2,True,development,development-010,True,original
left,False,left,True,0.28,False,development-024-compact,511,ablation,351.55,38,2,True,development,development-024,True,compact
straight,True,straight,True,0.42,True,holdout-024-compact,523,ablation,306.62,38,0,True,holdout,holdout-024,True,compact
left,True,north,True,0.33,True,development-041-absolute,481,ablation,348.29,38,0,True,development,development-041,True,absolute
,True,no,True,0.11,True,development-014-progress-straight,474,atomic,314.14,31,,,development,development-014,True,progress
right,True,right,True,0.34,True,development-058-local,591,ablation,287.11,38,0,True,development,development-058,True,local
straight,True,west,True,0.3,True,holdout-005-absolute,494,ablation,384.26,38,0,True,holdout,holdout-005,True,absolute
right,True,west,True,0.78,True,holdout-022-absolute,505,ablation,288.73,38,0,True,holdout,holdout-022,True,absolute
right,True,right,True,0.71,True,holdout-004-local,621,ablation,307.55,38,0,True,holdout,holdout-004,True,local
straight,True,straight,True,0.76,True,holdout-010-exact,609,ablation,318.95,38,0,True,holdout,holdout-010,True,exact
straight,True,straight,True,0.26,True,development-006-compact,503,ablation,322.42,38,0,True,development,development-006,True,compact
,False,no,True,0.07,False,development-010-progress-right,464,atomic,321.63,31,,,development,development-010,True,progress
,True,yes,True,0.93,True,development-027-safe-straight,467,atomic,416.37,31,,,development,development-027,True,safe
,True,yes,True,0.53,True,development-021-safe-left,474,atomic,347.19,31,,,development,development-021,True,safe
,False,no,True,0.34,False,development-029-progress-straight,473,atomic,342.16,31,,,development,development-029,True,progress
left,True,left,True,0.48,True,holdout-050-compact,486,ablation,435.06,38,0,True,holdout,holdout-050,True,compact
right,True,right,True,0.94,True,development-013-compact,511,ablation,323.16,38,0,True,development,development-013,True,compact
straight,False,straight,True,0.26,False,development-048-compact,480,ablation,283.12,38,2,True,development,development-048,True,compact
left,True,left,True,1.0,True,development-014-exact,585,ablation,306.6,38,0,True,development,development-014,True,exact
straight,True,straight,True,0.43,True,development-008-order-0-1,586,order,425.09,38,0,True,development,development-008,True,original
,True,yes,True,0.79,True,development-009-safe-straight,443,atomic,343.75,31,,,development,development-009,True,safe
,False,no,True,0.42,False,development-016-safe-left,472,atomic,335.22,31,,,development,development-016,True,safe
