trial,case_id,family,mode,expected,choice,correct,score_eligible,confidence,input_tokens,output_tokens
670,arithmetic-2-False-explicit,arithmetic,explicit,22,22,True,True,1.0,383,49
671,conditional-6-plain,conditional,plain,cannot_be_determined,no,False,False,0.58,348,42
672,arithmetic-2-True-reversed,arithmetic,reversed,22,22,True,True,0.99,377,49
673,prerequisite-0-False-explicit,prerequisite,explicit,yes,yes,True,True,0.99,382,42
674,prerequisite-2-False-explicit,prerequisite,explicit,yes,yes,True,True,1.0,383,42
675,conditional-5-plain,conditional,plain,no,no,True,False,1.0,349,42
676,retrieval-512-end-1-plain,retrieval,plain,C972,C972,True,True,1.0,7016,60
677,arithmetic-4-True-plain,arithmetic,plain,92,92,True,True,1.0,386,52
678,conditional-5-plain,conditional,plain,no,no,True,False,1.0,349,42
679,conditional-2-plain,conditional,plain,yes,yes,True,False,1.0,348,42
680,conditional-7-plain,conditional,plain,yes,yes,True,False,1.0,348,42
681,retrieval-512-end-2-reversed,retrieval,reversed,C983,C983,True,True,1.0,7016,60
682,retrieval-128-end-1-reversed,retrieval,reversed,C722,C722,True,True,1.0,2024,60
683,negation-0-plain,negation,plain,no,no,True,True,1.0,335,42
684,ordering-4-reversed,ordering,reversed,Davi,Davi,True,True,1.0,350,48
685,evidence-4-explicit,evidence,explicit,yes,yes,True,True,0.98,362,42
686,object_tracking-6-explicit,object_tracking,explicit,office,office,True,True,1.0,394,47
687,negation-0-explicit,negation,explicit,no,no,True,True,1.0,360,42
688,quantifiers-0-explicit,quantifiers,explicit,yes,yes,True,True,0.98,370,42
689,retrieval-512-middle-1-explicit,retrieval,explicit,C510,C510,True,True,1.0,7041,60
690,object_tracking-2-plain,object_tracking,plain,garden,garden,True,True,1.0,354,48
691,retrieval-512-middle-2-plain,retrieval,plain,C521,C521,True,True,1.0,7016,60
692,prerequisite-1-True-explicit,prerequisite,explicit,no,no,True,True,1.0,384,42
693,retrieval-128-end-2-explicit,retrieval,explicit,C733,C733,True,True,1.0,2049,60
694,retrieval-512-start-1-reversed,retrieval,reversed,C011,C011,True,True,1.0,7016,60
695,arithmetic-2-True-explicit,arithmetic,explicit,22,22,True,True,0.99,402,49
696,object_tracking-3-reversed,object_tracking,reversed,office,office,True,True,1.0,354,47
697,object_tracking-2-reversed,object_tracking,reversed,garden,garden,True,True,1.0,354,48
698,decimal-3-explicit,decimal,explicit,first,first,True,True,1.0,366,38
699,object_tracking-0-explicit,object_tracking,explicit,kitchen,kitchen,True,True,1.0,379,48
700,retrieval-16-end-2-reversed,retrieval,reversed,C577,C577,True,True,1.0,568,60
701,arithmetic-0-False-plain,arithmetic,plain,7,7,True,True,1.0,353,46
702,evidence-4-reversed,evidence,reversed,yes,yes,True,True,0.94,337,42
703,object_tracking-1-reversed,object_tracking,reversed,hall,hall,True,True,1.0,354,47
704,ordering-5-explicit,ordering,explicit,Ben,Ben,True,True,1.0,376,47
705,retrieval-512-middle-1-plain,retrieval,plain,C510,C510,True,True,1.0,7016,60
706,quantifiers-2-explicit,quantifiers,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,370,46
707,arithmetic-5-True-plain,arithmetic,plain,167,167,True,True,1.0,390,55
708,retrieval-16-start-0-plain,retrieval,plain,C000,C000,True,True,1.0,568,60
709,decimal-3-plain,decimal,plain,first,first,True,True,1.0,341,38
710,retrieval-16-start-2-explicit,retrieval,explicit,C022,C022,True,True,1.0,593,60
711,arithmetic-2-True-plain,arithmetic,plain,22,22,True,True,0.99,377,49
712,evidence-4-reversed,evidence,reversed,yes,yes,True,True,0.95,337,42
713,object_tracking-4-explicit,object_tracking,explicit,hall,hall,True,True,1.0,394,47
714,arithmetic-0-True-reversed,arithmetic,reversed,7,7,True,True,0.99,372,46
715,ordering-3-explicit,ordering,explicit,Davi,Davi,True,True,1.0,374,48
716,ordering-5-explicit,ordering,explicit,Ben,Ben,True,True,1.0,376,47
717,arithmetic-1-False-plain,arithmetic,plain,15,15,True,True,0.99,358,49
718,retrieval-512-end-1-explicit,retrieval,explicit,C972,C972,True,True,1.0,7041,60
719,evidence-0-reversed,evidence,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,336,46
720,retrieval-128-end-2-explicit,retrieval,explicit,C733,C733,True,True,1.0,2049,60
721,prerequisite-0-False-explicit,prerequisite,explicit,yes,yes,True,True,0.99,382,42
722,object_tracking-4-reversed,object_tracking,reversed,hall,hall,True,True,1.0,369,47
723,conditional-0-explicit,conditional,explicit,no,no,True,False,1.0,374,42
724,conditional-7-reversed,conditional,reversed,yes,yes,True,False,0.99,348,42
725,retrieval-512-end-0-explicit,retrieval,explicit,C961,C961,True,True,1.0,7041,60
726,retrieval-512-middle-1-reversed,retrieval,reversed,C510,C510,True,True,1.0,7016,60
727,retrieval-16-end-2-reversed,retrieval,reversed,C577,C577,True,True,1.0,568,60
728,retrieval-16-middle-1-explicit,retrieval,explicit,C307,C307,True,True,1.0,593,60
729,prerequisite-2-True-plain,prerequisite,plain,no,no,True,True,1.0,359,42
730,prerequisite-3-False-explicit,prerequisite,explicit,yes,yes,True,True,0.97,386,42
731,object_tracking-3-explicit,object_tracking,explicit,office,office,True,True,1.0,379,47
732,retrieval-512-end-1-plain,retrieval,plain,C972,C972,True,True,1.0,7016,60
733,retrieval-128-middle-1-reversed,retrieval,reversed,C385,C385,True,True,1.0,2024,60
734,retrieval-512-middle-2-reversed,retrieval,reversed,C521,C521,True,True,1.0,7016,60
735,retrieval-128-end-1-plain,retrieval,plain,C722,C722,True,True,1.0,2024,60
736,ordering-1-explicit,ordering,explicit,Ben,Ben,True,True,1.0,376,47
737,conditional-0-plain,conditional,plain,no,no,True,False,1.0,349,42
738,arithmetic-1-True-explicit,arithmetic,explicit,15,15,True,True,0.99,402,49
739,object_tracking-3-reversed,object_tracking,reversed,office,office,True,True,1.0,354,47
740,arithmetic-1-True-reversed,arithmetic,reversed,15,15,True,True,0.97,377,49
741,conditional-4-reversed,conditional,reversed,no,no,True,False,1.0,349,42
742,retrieval-16-middle-2-explicit,retrieval,explicit,C318,C318,True,True,1.0,593,60
743,ordering-0-plain,ordering,plain,Davi,Davi,True,True,1.0,350,48
744,ordering-5-reversed,ordering,reversed,Ben,Ben,True,True,1.0,351,47
745,ordering-3-reversed,ordering,reversed,Davi,Davi,True,True,1.0,349,48
746,retrieval-128-end-2-explicit,retrieval,explicit,C733,C733,True,True,1.0,2049,60
747,conditional-4-reversed,conditional,reversed,no,no,True,False,1.0,349,42
748,ordering-5-plain,ordering,plain,Ben,Ben,True,True,1.0,351,47
749,retrieval-128-middle-2-explicit,retrieval,explicit,C396,C396,True,True,1.0,2049,60
750,decimal-3-reversed,decimal,reversed,first,first,True,True,1.0,341,38
751,ordering-3-reversed,ordering,reversed,Davi,Davi,True,True,1.0,349,48
752,retrieval-128-middle-2-reversed,retrieval,reversed,C396,C396,True,True,1.0,2024,60
753,quantifiers-1-reversed,quantifiers,reversed,no,no,True,True,1.0,345,42
754,arithmetic-3-True-explicit,arithmetic,explicit,44,44,True,True,1.0,406,50
755,ordering-4-explicit,ordering,explicit,Davi,Davi,True,True,1.0,375,48
756,decimal-1-explicit,decimal,explicit,first,first,True,True,1.0,365,38
757,retrieval-16-middle-2-plain,retrieval,plain,C318,C318,True,True,1.0,568,60
758,decimal-4-reversed,decimal,reversed,second,second,True,True,1.0,340,38
759,retrieval-16-middle-1-reversed,retrieval,reversed,C307,C307,True,True,1.0,568,60
760,quantifiers-0-explicit,quantifiers,explicit,yes,yes,True,True,0.99,370,42
761,ordering-1-plain,ordering,plain,Ben,Ben,True,True,1.0,351,47
762,conditional-3-reversed,conditional,reversed,yes,yes,True,False,1.0,348,42
763,conditional-6-reversed,conditional,reversed,cannot_be_determined,no,False,False,0.69,348,42
764,retrieval-128-end-0-explicit,retrieval,explicit,C711,C711,True,True,1.0,2049,60
765,retrieval-512-middle-1-reversed,retrieval,reversed,C510,C510,True,True,1.0,7016,60
766,retrieval-512-start-2-plain,retrieval,plain,C022,C022,True,True,1.0,7016,60
767,conditional-3-plain,conditional,plain,yes,yes,True,False,1.0,348,42
768,conditional-6-explicit,conditional,explicit,cannot_be_determined,cannot_be_determined,True,False,0.31,373,46
769,quantifiers-3-reversed,quantifiers,reversed,cannot_be_determined,cannot_be_determined,True,True,0.98,345,46
770,conditional-1-explicit,conditional,explicit,cannot_be_determined,cannot_be_determined,True,False,0.66,374,46
771,quantifiers-7-plain,quantifiers,plain,cannot_be_determined,cannot_be_determined,True,True,0.97,341,46
772,evidence-1-plain,evidence,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,339,46
773,retrieval-16-middle-2-plain,retrieval,plain,C318,C318,True,True,1.0,568,60
774,evidence-3-reversed,evidence,reversed,yes,yes,True,True,1.0,338,42
775,conditional-4-plain,conditional,plain,no,no,True,False,0.99,349,42
776,retrieval-512-start-2-explicit,retrieval,explicit,C022,C022,True,True,1.0,7041,60
777,quantifiers-6-explicit,quantifiers,explicit,no,no,True,True,1.0,367,42
778,arithmetic-3-True-reversed,arithmetic,reversed,44,44,True,True,0.99,381,50
779,evidence-2-plain,evidence,plain,no,no,True,True,1.0,341,42
780,prerequisite-3-False-plain,prerequisite,plain,yes,yes,True,True,0.99,361,42
781,arithmetic-5-True-plain,arithmetic,plain,167,167,True,True,1.0,390,55
782,conditional-6-explicit,conditional,explicit,cannot_be_determined,no,False,False,0.32,373,42
783,arithmetic-4-True-explicit,arithmetic,explicit,92,92,True,True,1.0,411,52
784,ordering-1-reversed,ordering,reversed,Ben,Ben,True,True,1.0,351,47
785,arithmetic-4-True-explicit,arithmetic,explicit,92,92,True,True,1.0,411,52
786,object_tracking-5-plain,object_tracking,plain,garden,garden,True,True,1.0,369,48
787,quantifiers-1-plain,quantifiers,plain,no,no,True,True,1.0,345,42
788,quantifiers-6-plain,quantifiers,plain,no,no,True,True,1.0,342,42
789,retrieval-16-start-2-plain,retrieval,plain,C022,C022,True,True,1.0,568,60
790,retrieval-16-end-1-reversed,retrieval,reversed,C566,C566,True,True,1.0,568,60
791,arithmetic-3-True-explicit,arithmetic,explicit,44,44,True,True,1.0,406,50
792,quantifiers-2-explicit,quantifiers,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,370,46
793,arithmetic-1-False-explicit,arithmetic,explicit,15,15,True,True,1.0,383,49
794,retrieval-512-end-1-explicit,retrieval,explicit,C972,C972,True,True,1.0,7041,60
795,retrieval-512-middle-2-plain,retrieval,plain,C521,C521,True,True,1.0,7016,60
796,conditional-7-reversed,conditional,reversed,yes,yes,True,False,1.0,348,42
797,prerequisite-2-True-reversed,prerequisite,reversed,no,no,True,True,1.0,359,42
798,prerequisite-2-False-plain,prerequisite,plain,yes,yes,True,True,1.0,358,42
799,evidence-2-plain,evidence,plain,no,no,True,True,1.0,341,42
800,retrieval-128-start-0-explicit,retrieval,explicit,C000,C000,True,True,1.0,2049,60
801,arithmetic-2-True-reversed,arithmetic,reversed,22,22,True,True,0.99,377,49
802,evidence-3-plain,evidence,plain,yes,yes,True,True,1.0,338,42
803,arithmetic-5-True-reversed,arithmetic,reversed,167,167,True,True,0.99,390,55
804,retrieval-128-start-2-explicit,retrieval,explicit,C022,C022,True,True,1.0,2049,60
805,prerequisite-2-False-reversed,prerequisite,reversed,yes,yes,True,True,0.99,358,42
806,retrieval-512-start-2-reversed,retrieval,reversed,C022,C022,True,True,1.0,7016,60
807,retrieval-512-end-2-plain,retrieval,plain,C983,C983,True,True,1.0,7016,60
808,retrieval-16-start-2-explicit,retrieval,explicit,C022,C022,True,True,1.0,593,60
809,arithmetic-3-False-explicit,arithmetic,explicit,44,44,True,True,1.0,387,50
810,decimal-0-explicit,decimal,explicit,second,second,True,True,0.95,365,38
811,retrieval-16-start-2-reversed,retrieval,reversed,C022,C022,True,True,1.0,568,60
812,retrieval-128-start-0-explicit,retrieval,explicit,C000,C000,True,True,1.0,2049,60
813,arithmetic-0-False-explicit,arithmetic,explicit,7,7,True,True,1.0,378,46
814,object_tracking-0-plain,object_tracking,plain,kitchen,kitchen,True,True,1.0,354,48
815,conditional-5-plain,conditional,plain,no,no,True,False,1.0,349,42
816,arithmetic-0-True-reversed,arithmetic,reversed,7,7,True,True,0.99,372,46
817,arithmetic-2-False-explicit,arithmetic,explicit,22,22,True,True,1.0,383,49
818,negation-3-plain,negation,plain,no,no,True,True,1.0,335,42
819,quantifiers-2-plain,quantifiers,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,345,46
820,object_tracking-4-plain,object_tracking,plain,hall,hall,True,True,1.0,369,47
821,retrieval-16-start-1-plain,retrieval,plain,C011,C011,True,True,1.0,568,60
822,evidence-2-reversed,evidence,reversed,no,no,True,True,1.0,341,42
823,quantifiers-0-reversed,quantifiers,reversed,yes,yes,True,True,0.99,345,42
824,retrieval-512-start-0-plain,retrieval,plain,C000,C000,True,True,1.0,7016,60
825,object_tracking-2-explicit,object_tracking,explicit,garden,garden,True,True,1.0,379,48
826,quantifiers-5-explicit,quantifiers,explicit,yes,yes,True,True,0.64,367,42
827,retrieval-128-start-0-plain,retrieval,plain,C000,C000,True,True,1.0,2024,60
828,decimal-5-plain,decimal,plain,equal,equal,True,True,1.0,342,38
829,retrieval-16-middle-2-reversed,retrieval,reversed,C318,C318,True,True,1.0,568,60
830,retrieval-512-end-1-reversed,retrieval,reversed,C972,C972,True,True,1.0,7016,60
831,object_tracking-2-plain,object_tracking,plain,garden,garden,True,True,1.0,354,48
832,ordering-3-plain,ordering,plain,Davi,Davi,True,True,1.0,349,48
833,retrieval-16-middle-0-plain,retrieval,plain,C296,C296,True,True,1.0,568,60
834,conditional-5-explicit,conditional,explicit,no,no,True,False,1.0,374,42
835,retrieval-16-middle-1-plain,retrieval,plain,C307,C307,True,True,1.0,568,60
836,quantifiers-5-reversed,quantifiers,reversed,yes,yes,True,True,0.61,342,42
837,decimal-3-plain,decimal,plain,first,first,True,True,1.0,341,38
