case_id,group,trial,question,expected,choice,correct,confidence,target_probability,top_probability,brier
factor-inline-goal-1-0,factorial,1085,answer,drive,drive,True,0.29,0.53,0.53,0.39979999999999993
transfer-wash-checks,transfer,1086,bring,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
transfer-wash-checks,transfer,1086,walk,no,no,True,0.98,0.99,0.99,0.0002000000000000002
transfer-inspection-checks,transfer,1087,bring,yes,yes,True,0.94,0.96,0.96,0.002400000000000003
transfer-inspection-checks,transfer,1087,walk,no,no,True,0.98,0.99,0.99,0.0002000000000000002
count-river-plain,counting,1088,answer,2,2,True,0.7,0.73,0.73,0.1406
count-abracadabra-algorithm,counting,1089,answer,2,2,True,0.58,0.63,0.63,0.2068
transfer-supplies-checks,transfer,1090,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-supplies-checks,transfer,1090,walk,yes,yes,True,0.99,1.0,1.0,0.0
length-4096-neutral-middle-direct,length,1091,answer,drive,walk,False,0.98,0.01,0.99,1.9602
transfer-pickup-goal,transfer,1092,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-river-algorithm,counting,1093,answer,2,2,True,0.67,0.7,0.7,0.17420000000000002
length-1024-neutral-middle-checks,length,1094,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-1024-neutral-middle-checks,length,1094,walk,no,no,True,0.5,0.66,0.66,0.20719999999999997
batch-A,batching,1095,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
longtransfer-wash-512-end-checks,long_transfer,1096,bring,yes,yes,True,0.99,0.99,0.99,0.0002000000000000002
longtransfer-wash-512-end-checks,long_transfer,1096,walk,no,no,True,0.9,0.9299999999999999,0.9299999999999999,0.008600000000000009
length-1024-walking-end-checks,length,1097,bring,yes,yes,True,0.93,0.95,0.95,0.004200000000000004
length-1024-walking-end-checks,length,1097,walk,no,no,True,0.64,0.75,0.75,0.10819999999999999
factor-inline-direct-0-0,factorial,1098,answer,drive,walk,False,0.82,0.09,0.91,1.6562000000000001
length-256-walking-end-direct,length,1099,answer,drive,walk,False,0.78,0.11,0.89,1.5842
batch-transport,batching,1100,transport,drive,walk,False,0.72,0.14,0.86,1.4791999999999998
rule-feasibility,options,1101,answer,drive,walk,False,0.98,0.01,0.99,1.9602
transfer-wash-goal,transfer,1102,answer,drive,walk,False,0.69,0.15,0.85,1.4449999999999998
transfer-weigh-direct,transfer,1103,answer,drive,walk,False,0.39,0.3,0.7,0.9799999999999999
factor-state-goal-0-0,factorial,1104,answer,drive,walk,False,0.54,0.23,0.77,1.1858
count-error-spaced,counting,1105,answer,3,2,False,0.62,0.25,0.66,1.0032
key-transport,question_key,1106,transport,drive,walk,False,0.87,0.07,0.93,1.7298
factor-inline-goal-1-1,factorial,1107,answer,drive,drive,True,0.3,0.53,0.53,0.36779999999999996
longtransfer-inspection-4096-end-direct,long_transfer,1108,answer,drive,walk,False,1.0,0.0,1.0,2.0
factor-state-goal-0-0,factorial,1109,answer,drive,walk,False,0.5,0.25,0.75,1.125
length-1024-neutral-middle-direct,length,1110,answer,drive,walk,False,0.99,0.01,0.99,1.9602
batch-A-B,batching,1111,A,yes,yes,True,0.95,0.97,0.97,0.0018000000000000017
batch-A-B,batching,1111,B,no,no,True,0.99,1.0,1.0,0.0
count-straberry-algorithm,counting,1112,answer,3,3,True,0.4,0.45,0.45,0.4894
transfer-receipt-checks,transfer,1113,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-receipt-checks,transfer,1113,walk,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
count-straberry-plain,counting,1114,answer,3,3,True,0.45,0.5,0.5,0.39039999999999997
count-blueberry-algorithm,counting,1115,answer,2,1,False,0.8,0.03,0.82,1.6358
length-256-walking-start-checks,length,1116,bring,yes,yes,True,0.87,0.91,0.91,0.014599999999999995
length-256-walking-start-checks,length,1116,walk,no,no,True,0.54,0.69,0.69,0.17060000000000003
factor-state-direct-1-0,factorial,1117,answer,drive,walk,False,0.85,0.05,0.9,1.715
longtransfer-wash-512-start-direct,long_transfer,1118,answer,drive,walk,False,0.73,0.14,0.86,1.4791999999999998
count-strawberries-algorithm,counting,1119,answer,3,2,False,0.35,0.37,0.42,0.5942
transfer-refund-checks,transfer,1120,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-refund-checks,transfer,1120,walk,yes,yes,True,0.99,1.0,1.0,0.0
count-rrabr-spaced,counting,1121,answer,3,4,False,0.64,0.13,0.68,1.2483000000000002
length-0-neutral-start-checks,length,1122,bring,yes,yes,True,0.95,0.97,0.97,0.0014000000000000017
length-0-neutral-start-checks,length,1122,walk,no,no,True,0.71,0.81,0.81,0.054199999999999984
count-raspberry-plain,counting,1123,answer,3,2,False,0.67,0.2,0.71,1.1506
factor-state-direct-1-1,factorial,1124,answer,drive,walk,False,0.9,0.04,0.93,1.7869000000000002
longtransfer-wash-512-start-checks,long_transfer,1125,bring,yes,yes,True,0.99,1.0,1.0,0.0
longtransfer-wash-512-start-checks,long_transfer,1125,walk,no,no,True,0.94,0.96,0.96,0.002600000000000003
transfer-mobile-direct,transfer,1126,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-strawberries-plain,counting,1127,answer,3,2,False,0.44,0.33,0.49,0.7023999999999999
factor-inline-direct-0-1,factorial,1128,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
length-8192-neutral-start-direct,length,1129,answer,drive,walk,False,0.96,0.02,0.98,1.9207999999999998
factor-inline-goal-0-1,factorial,1130,answer,drive,drive,True,0.1,0.55,0.55,0.40499999999999997
count-RrR-plain,counting,1131,answer,3,3,True,0.98,0.98,0.98,0.0006000000000000007
length-1024-neutral-middle-checks,length,1132,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-1024-neutral-middle-checks,length,1132,walk,no,no,True,0.63,0.75,0.75,0.10819999999999999
length-4096-walking-middle-direct,length,1133,answer,drive,walk,False,0.96,0.02,0.98,1.9207999999999998
batch-A-B,batching,1134,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
batch-A-B,batching,1134,B,no,no,True,1.0,1.0,1.0,0.0
count-qrzrpr-spaced,counting,1135,answer,3,4,False,0.43,0.05,0.48,1.3188
batch-A,batching,1136,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
factor-inline-goal-0-0,factorial,1137,answer,drive,drive,True,0.1,0.55,0.55,0.40499999999999997
length-4096-neutral-middle-direct,length,1138,answer,drive,walk,False,0.98,0.01,0.99,1.9602
count-error-algorithm,counting,1139,answer,3,2,False,0.43,0.03,0.49,1.402
count-rrr-plain,counting,1140,answer,3,3,True,1.0,1.0,1.0,0.0
count-qrzrpr-algorithm,counting,1141,answer,3,4,False,0.44,0.37,0.5,0.6554
length-8192-walking-middle-direct,length,1142,answer,drive,walk,False,0.94,0.03,0.97,1.8818
length-1024-neutral-middle-checks,length,1143,bring,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
length-1024-neutral-middle-checks,length,1143,walk,no,no,True,0.56,0.7,0.7,0.15920000000000004
factor-inline-goal-0-0,factorial,1144,answer,drive,drive,True,0.09,0.54,0.54,0.42319999999999997
factor-state-goal-1-1,factorial,1145,answer,drive,walk,False,0.5,0.28,0.66,0.9576
factor-inline-direct-1-0,factorial,1146,answer,drive,walk,False,0.78,0.1,0.85,1.535
length-1024-walking-middle-direct,length,1147,answer,drive,walk,False,0.95,0.03,0.97,1.8818
count-cherry-spaced,counting,1148,answer,2,2,True,0.61,0.66,0.66,0.21219999999999997
factor-state-goal-0-1,factorial,1149,answer,drive,walk,False,0.21,0.4,0.6,0.72
length-256-walking-start-checks,length,1150,bring,yes,yes,True,0.92,0.95,0.95,0.0050000000000000044
length-256-walking-start-checks,length,1150,walk,no,no,True,0.62,0.75,0.75,0.1118
key-answer,question_key,1151,answer,drive,walk,False,0.89,0.06,0.94,1.7671999999999999
longtransfer-supplies-4096-start-direct,long_transfer,1152,answer,walk,walk,True,1.0,1.0,1.0,0.0
length-256-walking-end-checks,length,1153,bring,yes,yes,True,0.93,0.95,0.95,0.004200000000000004
length-256-walking-end-checks,length,1153,walk,no,no,True,0.63,0.75,0.75,0.10819999999999999
count-rrr-spaced,counting,1154,answer,3,3,True,0.99,1.0,1.0,0.0
count-RrR-algorithm,counting,1155,answer,3,3,True,0.99,1.0,1.0,0.0
length-256-neutral-middle-checks,length,1156,bring,yes,yes,True,0.95,0.97,0.97,0.0014000000000000017
length-256-neutral-middle-checks,length,1156,walk,no,no,True,0.65,0.77,0.77,0.0938
count-strawberry-algorithm,counting,1157,answer,3,2,False,0.47,0.4,0.52,0.6336
factor-state-direct-0-0,factorial,1158,answer,drive,walk,False,0.86,0.07,0.93,1.7298
length-1024-neutral-middle-direct,length,1159,answer,drive,walk,False,0.98,0.01,0.99,1.9602
count-strawberries-spaced,counting,1160,answer,3,4,False,0.29,0.13,0.35,0.949
transfer-oil-goal,transfer,1161,answer,drive,walk,False,0.48,0.26,0.74,1.0952
factor-inline-direct-0-0,factorial,1162,answer,drive,walk,False,0.77,0.12,0.88,1.5488
transfer-weigh-checks,transfer,1163,bring,yes,yes,True,0.95,0.97,0.97,0.0018000000000000017
transfer-weigh-checks,transfer,1163,walk,no,no,True,0.98,0.99,0.99,0.0002000000000000002
transfer-job-direct,transfer,1164,answer,walk,walk,True,1.0,1.0,1.0,0.0
options-described,options,1165,answer,drive,drive,True,0.28,0.64,0.64,0.2592
transfer-tires-direct,transfer,1166,answer,drive,walk,False,0.24,0.38,0.62,0.7688
transfer-trade-goal,transfer,1167,answer,drive,walk,False,0.95,0.03,0.97,1.8818
factor-state-goal-0-0,factorial,1168,answer,drive,walk,False,0.46,0.27,0.73,1.0657999999999999
factor-state-direct-1-1,factorial,1169,answer,drive,walk,False,0.89,0.05,0.93,1.7678
transfer-tires-direct,transfer,1170,answer,drive,walk,False,0.2,0.4,0.6,0.72
batch-A-B,batching,1171,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
batch-A-B,batching,1171,B,no,no,True,1.0,1.0,1.0,0.0
count-qrzrpr-spaced,counting,1172,answer,3,4,False,0.42,0.04,0.48,1.3466
count-straberry-algorithm,counting,1173,answer,3,3,True,0.41,0.47,0.47,0.4514000000000001
batch-A,batching,1174,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
factor-state-goal-1-0,factorial,1175,answer,drive,walk,False,0.7,0.17,0.8,1.3298
count-abracadabra-plain,counting,1176,answer,2,2,True,0.62,0.66,0.66,0.16779999999999998
transfer-supplies-checks,transfer,1177,bring,no,no,True,0.99,0.99,0.99,0.0002000000000000002
transfer-supplies-checks,transfer,1177,walk,yes,yes,True,1.0,1.0,1.0,0.0
count-strawberry-algorithm,counting,1178,answer,3,2,False,0.45,0.41000000000000003,0.51,0.6113999999999999
transfer-mobile-direct,transfer,1179,answer,walk,walk,True,1.0,1.0,1.0,0.0
length-256-neutral-end-direct,length,1180,answer,drive,walk,False,0.95,0.03,0.97,1.8818
count-straberry-plain,counting,1181,answer,3,3,True,0.44,0.5,0.5,0.3974
factor-inline-goal-1-0,factorial,1182,answer,drive,drive,True,0.3,0.54,0.54,0.3752
count-strawberries-plain,counting,1183,answer,3,2,False,0.44,0.33,0.5,0.7119999999999999
count-strawberries-plain,counting,1184,answer,3,2,False,0.45,0.31,0.51,0.7494
batch-A-B,batching,1185,A,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
batch-A-B,batching,1185,B,no,no,True,0.99,1.0,1.0,0.0
count-r-algorithm,counting,1186,answer,1,1,True,0.98,0.98,0.98,0.0006000000000000007
options-described,options,1187,answer,drive,drive,True,0.35,0.68,0.68,0.20479999999999998
length-1024-walking-middle-checks,length,1188,bring,yes,yes,True,0.86,0.9,0.9,0.018199999999999994
length-1024-walking-middle-checks,length,1188,walk,no,no,True,0.62,0.75,0.75,0.1118
options-described,options,1189,answer,drive,drive,True,0.4,0.7,0.7,0.18000000000000002
factor-inline-direct-1-1,factorial,1190,answer,drive,walk,False,0.88,0.02,0.92,1.8104
factor-inline-direct-0-1,factorial,1191,answer,drive,walk,False,0.87,0.07,0.93,1.7298
transfer-mobile-goal,transfer,1192,answer,walk,walk,True,1.0,1.0,1.0,0.0
transfer-mobile-checks,transfer,1193,bring,no,no,True,0.99,0.99,0.99,0.0002000000000000002
transfer-mobile-checks,transfer,1193,walk,yes,yes,True,0.91,0.95,0.95,0.0050000000000000044
count-qrzrpr-plain,counting,1194,answer,3,4,False,0.38,0.4,0.44,0.5681999999999999
longtransfer-wash-4096-start-checks,long_transfer,1195,bring,yes,yes,True,1.0,1.0,1.0,0.0
longtransfer-wash-4096-start-checks,long_transfer,1195,walk,no,no,True,0.96,0.98,0.98,0.0008000000000000008
factor-inline-direct-1-0,factorial,1196,answer,drive,walk,False,0.74,0.09,0.82,1.5086
length-4096-neutral-start-direct,length,1197,answer,drive,walk,False,0.94,0.03,0.97,1.8818
count-rrrrrr-algorithm,counting,1198,answer,6,6,True,0.91,0.93,0.93,0.006999999999999993
length-256-neutral-start-direct,length,1199,answer,drive,walk,False,0.94,0.03,0.97,1.8818
transfer-tires-goal,transfer,1200,answer,drive,walk,False,0.69,0.16,0.84,1.4111999999999998
factor-state-direct-1-0,factorial,1201,answer,drive,walk,False,0.81,0.08,0.87,1.6058000000000001
count-blueberry-spaced,counting,1202,answer,2,1,False,0.76,0.21,0.79,1.2482000000000002
length-256-walking-middle-checks,length,1203,bring,yes,yes,True,0.92,0.95,0.95,0.0050000000000000044
length-256-walking-middle-checks,length,1203,walk,no,no,True,0.61,0.74,0.74,0.12140000000000001
count-error-plain,counting,1204,answer,3,1,False,0.56,0.02,0.6,1.4573999999999998
length-1024-walking-start-checks,length,1205,bring,yes,yes,True,0.87,0.92,0.92,0.012799999999999994
length-1024-walking-start-checks,length,1205,walk,no,no,True,0.46,0.64,0.64,0.2336
length-256-neutral-middle-direct,length,1206,answer,drive,walk,False,0.99,0.01,0.99,1.9602
transfer-supplies-direct,transfer,1207,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-raspberry-spaced,counting,1208,answer,3,3,True,0.45,0.51,0.51,0.3404
rule-feasibility,options,1209,answer,drive,walk,False,0.98,0.01,0.99,1.9602
length-256-walking-end-direct,length,1210,answer,drive,walk,False,0.79,0.1,0.9,1.62
length-256-neutral-end-checks,length,1211,bring,yes,yes,True,0.96,0.98,0.98,0.0006000000000000007
length-256-neutral-end-checks,length,1211,walk,no,no,True,0.55,0.69,0.69,0.16620000000000004
factor-inline-direct-0-1,factorial,1212,answer,drive,walk,False,0.87,0.06,0.94,1.7671999999999999
longtransfer-supplies-4096-start-checks,long_transfer,1213,bring,no,no,True,0.97,0.98,0.98,0.0008000000000000008
longtransfer-supplies-4096-start-checks,long_transfer,1213,walk,yes,yes,True,0.99,0.99,0.99,0.0002000000000000002
batch-A-B,batching,1214,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
batch-A-B,batching,1214,B,no,no,True,1.0,1.0,1.0,0.0
count-banana-spaced,counting,1215,answer,0,0,True,0.95,0.96,0.96,0.003200000000000003
length-4096-walking-middle-checks,length,1216,bring,yes,yes,True,0.84,0.89,0.89,0.0222
length-4096-walking-middle-checks,length,1216,walk,no,no,True,0.44,0.62,0.62,0.2616
batch-B,batching,1217,B,no,no,True,0.99,1.0,1.0,0.0
transfer-oil-direct,transfer,1218,answer,drive,drive,True,0.09,0.54,0.54,0.42319999999999997
transfer-wash-goal,transfer,1219,answer,drive,walk,False,0.53,0.23,0.77,1.1858
count-rrr-spaced,counting,1220,answer,3,3,True,0.99,1.0,1.0,0.0
transfer-mobile-direct,transfer,1221,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-banana-plain,counting,1222,answer,0,1,False,0.68,0.27,0.72,1.0514
count-cherry-spaced,counting,1223,answer,2,2,True,0.69,0.73,0.73,0.123
count-rrabr-plain,counting,1224,answer,3,3,True,0.58,0.63,0.63,0.2348
batch-A-B-transport,batching,1225,A,yes,yes,True,0.96,0.98,0.98,0.0008000000000000008
batch-A-B-transport,batching,1225,B,no,no,True,0.99,1.0,1.0,0.0
batch-A-B-transport,batching,1225,transport,drive,walk,False,0.83,0.08,0.92,1.6928
transfer-inspection-direct,transfer,1226,answer,drive,walk,False,0.79,0.1,0.9,1.62
length-1024-walking-end-direct,length,1227,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
count-rrr-plain,counting,1228,answer,3,3,True,1.0,1.0,1.0,0.0
length-8192-neutral-start-checks,length,1229,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-8192-neutral-start-checks,length,1229,walk,no,no,True,0.7,0.8,0.8,0.06499999999999997
length-256-neutral-end-direct,length,1230,answer,drive,walk,False,0.97,0.02,0.98,1.9207999999999998
count-raspberry-spaced,counting,1231,answer,3,3,True,0.46,0.51,0.51,0.3394
longtransfer-inspection-4096-start-direct,long_transfer,1232,answer,drive,walk,False,0.86,0.07,0.93,1.7298
count-strawberry-spaced,counting,1233,answer,3,3,True,0.35,0.42,0.42,0.5030000000000001
factor-inline-direct-0-0,factorial,1234,answer,drive,walk,False,0.68,0.16,0.84,1.4111999999999998
longtransfer-inspection-512-start-checks,long_transfer,1235,bring,yes,yes,True,0.99,0.99,0.99,0.0002000000000000002
longtransfer-inspection-512-start-checks,long_transfer,1235,walk,no,no,True,0.93,0.95,0.95,0.004200000000000004
transfer-inspection-direct,transfer,1236,answer,drive,walk,False,0.84,0.08,0.92,1.6928
batch-A-B-transport,batching,1237,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
batch-A-B-transport,batching,1237,B,no,no,True,1.0,1.0,1.0,0.0
batch-A-B-transport,batching,1237,transport,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
transfer-pickup-checks,transfer,1238,bring,no,no,True,0.99,0.99,0.99,0.0002000000000000002
transfer-pickup-checks,transfer,1238,walk,yes,yes,True,0.89,0.93,0.93,0.008599999999999993
transfer-tires-goal,transfer,1239,answer,drive,walk,False,0.7,0.15,0.85,1.4449999999999998
count-strawberry-spaced,counting,1240,answer,3,3,True,0.39,0.46,0.46,0.43100000000000005
count-blueberry-spaced,counting,1241,answer,2,1,False,0.63,0.32,0.67,0.9114
length-1024-neutral-start-checks,length,1242,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-1024-neutral-start-checks,length,1242,walk,no,no,True,0.69,0.79,0.79,0.07219999999999999
count-qrzrpr-plain,counting,1243,answer,3,4,False,0.41,0.37,0.47,0.6324
transfer-receipt-checks,transfer,1244,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-receipt-checks,transfer,1244,walk,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
rule-feasibility,options,1245,answer,drive,walk,False,0.98,0.01,0.99,1.9602
options-described,options,1246,answer,drive,drive,True,0.33,0.66,0.66,0.23120000000000002
length-4096-neutral-end-checks,length,1247,bring,yes,yes,True,0.95,0.97,0.97,0.0014000000000000017
length-4096-neutral-end-checks,length,1247,walk,no,yes,False,0.19,0.43,0.46,0.5486000000000001
count-r-algorithm,counting,1248,answer,1,1,True,0.98,0.99,0.99,0.0002000000000000002
transfer-tires-checks,transfer,1249,bring,yes,yes,True,0.92,0.95,0.95,0.004200000000000004
transfer-tires-checks,transfer,1249,walk,no,no,True,0.93,0.96,0.96,0.002600000000000003
factor-state-goal-1-1,factorial,1250,answer,drive,walk,False,0.5,0.27,0.67,0.9854
length-1024-neutral-middle-direct,length,1251,answer,drive,walk,False,0.99,0.01,0.99,1.9602
count-abracadabra-algorithm,counting,1252,answer,2,2,True,0.55,0.6,0.6,0.24220000000000003
factor-state-direct-1-0,factorial,1253,answer,drive,walk,False,0.85,0.07,0.9,1.6758
transfer-trade-checks,transfer,1254,bring,yes,no,False,0.56,0.28,0.71,1.0226
transfer-trade-checks,transfer,1254,walk,no,no,True,0.87,0.91,0.91,0.014599999999999995
transfer-refund-goal,transfer,1255,answer,walk,walk,True,1.0,1.0,1.0,0.0
longtransfer-wash-512-start-checks,long_transfer,1256,bring,yes,yes,True,0.99,1.0,1.0,0.0
longtransfer-wash-512-start-checks,long_transfer,1256,walk,no,no,True,0.97,0.98,0.98,0.0008000000000000008
length-8192-neutral-middle-direct,length,1257,answer,drive,walk,False,0.93,0.03,0.97,1.8818
count-cherry-spaced,counting,1258,answer,2,2,True,0.66,0.7,0.7,0.15420000000000003
transfer-inspection-checks,transfer,1259,bring,yes,yes,True,0.96,0.97,0.97,0.0014000000000000017
transfer-inspection-checks,transfer,1259,walk,no,no,True,0.94,0.96,0.96,0.002600000000000003
count-error-algorithm,counting,1260,answer,3,1,False,0.49,0.03,0.54,1.409
key-transport,question_key,1261,transport,drive,walk,False,0.91,0.05,0.95,1.805
factor-inline-direct-1-0,factorial,1262,answer,drive,walk,False,0.74,0.1,0.82,1.4888
count-abracadabra-plain,counting,1263,answer,2,2,True,0.64,0.68,0.68,0.15059999999999996
length-4096-neutral-middle-direct,length,1264,answer,drive,walk,False,0.99,0.01,0.99,1.9602
factor-inline-direct-1-0,factorial,1265,answer,drive,walk,False,0.8,0.08,0.86,1.5896
length-1024-walking-end-checks,length,1266,bring,yes,yes,True,0.92,0.95,0.95,0.004200000000000004
length-1024-walking-end-checks,length,1266,walk,no,no,True,0.69,0.79,0.79,0.07459999999999999
longtransfer-pickup-4096-start-checks,long_transfer,1267,bring,no,no,True,0.97,0.98,0.98,0.0008000000000000008
longtransfer-pickup-4096-start-checks,long_transfer,1267,walk,yes,yes,True,0.62,0.74,0.74,0.12140000000000001
transfer-oil-direct,transfer,1268,answer,drive,walk,False,0.0,0.5,0.5,0.5
factor-inline-direct-0-0,factorial,1269,answer,drive,walk,False,0.72,0.14,0.86,1.4791999999999998
count-raspberry-plain,counting,1270,answer,3,2,False,0.68,0.18,0.72,1.199
length-1024-walking-start-checks,length,1271,bring,yes,yes,True,0.88,0.93,0.93,0.009799999999999993
length-1024-walking-start-checks,length,1271,walk,no,no,True,0.51,0.68,0.68,0.18739999999999996
length-1024-neutral-start-checks,length,1272,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-1024-neutral-start-checks,length,1272,walk,no,no,True,0.75,0.84,0.84,0.043400000000000015
count-strawberry-plain,counting,1273,answer,3,2,False,0.48,0.4,0.53,0.6429
factor-state-goal-1-1,factorial,1274,answer,drive,walk,False,0.53,0.26,0.68,1.0136
length-4096-walking-middle-checks,length,1275,bring,yes,yes,True,0.84,0.89,0.89,0.0222
length-4096-walking-middle-checks,length,1275,walk,no,no,True,0.63,0.76,0.76,0.1064
length-4096-neutral-end-checks,length,1276,bring,yes,yes,True,0.95,0.96,0.96,0.002400000000000003
length-4096-neutral-end-checks,length,1276,walk,no,no,True,0.45,0.63,0.63,0.2366
options-described,options,1277,answer,drive,drive,True,0.45,0.73,0.73,0.1458
length-1024-neutral-middle-checks,length,1278,bring,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
length-1024-neutral-middle-checks,length,1278,walk,no,no,True,0.58,0.72,0.72,0.1338
batch-transport,batching,1279,transport,drive,walk,False,0.83,0.08,0.92,1.6928
options-described,options,1280,answer,drive,drive,True,0.38,0.69,0.69,0.19220000000000004
length-4096-neutral-start-direct,length,1281,answer,drive,walk,False,0.98,0.01,0.99,1.9602
length-4096-neutral-start-direct,length,1282,answer,drive,walk,False,0.83,0.09,0.91,1.6562000000000001
longtransfer-wash-512-end-direct,long_transfer,1283,answer,drive,walk,False,0.97,0.02,0.98,1.9207999999999998
length-8192-walking-start-checks,length,1284,bring,yes,yes,True,0.87,0.92,0.92,0.012799999999999994
length-8192-walking-start-checks,length,1284,walk,no,no,True,0.48,0.65,0.65,0.21499999999999997
batch-B,batching,1285,B,no,no,True,0.99,1.0,1.0,0.0
longtransfer-wash-512-start-direct,long_transfer,1286,answer,drive,walk,False,0.82,0.09,0.91,1.6562000000000001
length-256-walking-end-direct,length,1287,answer,drive,walk,False,0.78,0.11,0.89,1.5842
transfer-refund-goal,transfer,1288,answer,walk,walk,True,1.0,1.0,1.0,0.0
length-4096-walking-middle-direct,length,1289,answer,drive,walk,False,0.95,0.02,0.98,1.9207999999999998
factor-inline-goal-1-1,factorial,1290,answer,drive,drive,True,0.35,0.57,0.57,0.3138
rule-feasibility,options,1291,answer,drive,walk,False,0.96,0.02,0.98,1.9207999999999998
factor-inline-direct-0-1,factorial,1292,answer,drive,walk,False,0.84,0.08,0.92,1.6928
length-1024-neutral-start-checks,length,1293,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-1024-neutral-start-checks,length,1293,walk,no,no,True,0.76,0.84,0.84,0.04160000000000001
longtransfer-supplies-512-end-direct,long_transfer,1294,answer,walk,walk,True,1.0,1.0,1.0,0.0
length-256-neutral-end-checks,length,1295,bring,yes,yes,True,0.96,0.98,0.98,0.0006000000000000007
length-256-neutral-end-checks,length,1295,walk,no,no,True,0.55,0.7,0.7,0.14780000000000001
length-8192-neutral-middle-direct,length,1296,answer,drive,walk,False,0.96,0.02,0.98,1.9207999999999998
factor-state-goal-0-1,factorial,1297,answer,drive,walk,False,0.26,0.37,0.63,0.7938000000000001
factor-state-goal-0-0,factorial,1298,answer,drive,walk,False,0.42,0.29,0.71,1.0082
length-4096-neutral-middle-checks,length,1299,bring,yes,yes,True,0.97,0.97,0.97,0.0014000000000000017
length-4096-neutral-middle-checks,length,1299,walk,no,yes,False,0.24,0.46,0.49,0.5342
transfer-weigh-direct,transfer,1300,answer,drive,walk,False,0.4,0.3,0.7,0.9799999999999999
batch-B,batching,1301,B,no,no,True,1.0,1.0,1.0,0.0
transfer-refund-checks,transfer,1302,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-refund-checks,transfer,1302,walk,yes,yes,True,0.99,1.0,1.0,0.0
transfer-oil-goal,transfer,1303,answer,drive,walk,False,0.38,0.31,0.69,0.9521999999999998
length-256-walking-middle-direct,length,1304,answer,drive,walk,False,0.91,0.04,0.96,1.8432
transfer-trade-checks,transfer,1305,bring,yes,no,False,0.52,0.31,0.68,0.9386
transfer-trade-checks,transfer,1305,walk,no,no,True,0.88,0.91,0.91,0.014599999999999995
longtransfer-inspection-4096-start-checks,long_transfer,1306,bring,yes,yes,True,0.99,1.0,1.0,0.0
longtransfer-inspection-4096-start-checks,long_transfer,1306,walk,no,no,True,0.91,0.94,0.94,0.006200000000000007
transfer-refund-direct,transfer,1307,answer,walk,walk,True,1.0,1.0,1.0,0.0
length-8192-neutral-end-direct,length,1308,answer,drive,walk,False,0.99,0.0,1.0,2.0
length-1024-neutral-end-checks,length,1309,bring,yes,yes,True,0.96,0.98,0.98,0.0006000000000000007
length-1024-neutral-end-checks,length,1309,walk,no,no,True,0.49,0.65,0.65,0.21019999999999997
factor-inline-goal-0-0,factorial,1310,answer,drive,drive,True,0.04,0.52,0.52,0.4608
longtransfer-wash-4096-start-checks,long_transfer,1311,bring,yes,yes,True,0.99,1.0,1.0,0.0
longtransfer-wash-4096-start-checks,long_transfer,1311,walk,no,no,True,0.95,0.97,0.97,0.0018000000000000017
rule-feasibility,options,1312,answer,drive,walk,False,0.98,0.01,0.99,1.9602
factor-state-direct-0-0,factorial,1313,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
length-8192-walking-start-checks,length,1314,bring,yes,yes,True,0.83,0.89,0.89,0.0242
length-8192-walking-start-checks,length,1314,walk,no,no,True,0.7,0.8,0.8,0.07279999999999998
longtransfer-pickup-512-end-direct,long_transfer,1315,answer,walk,walk,True,0.96,0.98,0.98,0.0008000000000000008
length-8192-walking-middle-direct,length,1316,answer,drive,walk,False,0.95,0.03,0.97,1.8818
count-rrrrrr-spaced,counting,1317,answer,6,6,True,0.95,0.96,0.96,0.002600000000000003
