episode,profile,move,input_tokens,output_tokens,latency_ms,planner_ms,proposal,action,overridden,shortest
assisted-1007,assisted,48,593,38,299.42,1.08,straight,straight,False,True
assisted-1007,assisted,49,593,38,371.23,0.5,right,right,False,True
assisted-1007,assisted,50,593,38,342.63,0.52,left,left,False,True
assisted-1007,assisted,51,593,38,547.82,0.22,straight,straight,False,True
assisted-1007,assisted,52,594,38,462.18,0.38,right,right,False,True
assisted-1007,assisted,53,595,38,316.26,0.11,straight,straight,False,True
assisted-1007,assisted,54,599,38,291.02,0.23,straight,straight,False,True
assisted-1007,assisted,55,609,38,314.4,122.84,right,right,False,True
assisted-1007,assisted,56,609,38,387.25,71.21,straight,straight,False,True
assisted-1007,assisted,57,610,38,354.74,48.43,straight,straight,False,True
assisted-1007,assisted,58,611,38,422.61,25.49,right,right,False,True
assisted-1007,assisted,59,610,38,294.9,51.53,left,left,False,True
assisted-1007,assisted,60,611,38,300.4,6.66,straight,straight,False,True
assisted-1007,assisted,61,612,38,309.39,2.45,right,right,False,True
assisted-1007,assisted,62,609,38,299.75,5.75,left,left,False,True
assisted-1007,assisted,63,607,38,301.54,0.62,straight,straight,False,True
assisted-1007,assisted,64,607,38,353.2,0.46,right,right,False,True
assisted-1007,assisted,65,603,38,325.34,0.81,straight,straight,False,True
assisted-1007,assisted,66,602,38,349.86,0.71,straight,straight,False,True
assisted-1007,assisted,67,601,38,364.47,0.84,straight,straight,False,True
assisted-1007,assisted,68,600,38,358.14,0.33,straight,straight,False,True
assisted-1007,assisted,69,599,38,353.03,0.17,straight,straight,False,True
assisted-1007,assisted,70,598,38,471.69,0.15,straight,straight,False,True
assisted-1007,assisted,71,598,38,307.53,0.07,straight,straight,False,True
assisted-1007,assisted,72,605,38,421.22,2.9,right,right,False,True
assisted-1007,assisted,73,604,38,394.45,0.33,right,right,False,True
assisted-1007,assisted,74,606,38,449.91,0.4,left,left,False,True
assisted-1007,assisted,75,604,38,319.4,0.72,straight,straight,False,True
assisted-1007,assisted,76,604,38,361.0,0.31,right,right,False,True
assisted-1007,assisted,77,604,38,332.0,0.16,left,left,False,True
assisted-1007,assisted,78,604,38,312.89,0.14,right,right,False,True
verified-1006,verified,1,562,38,532.72,0.1,left,left,False,True
verified-1006,verified,2,562,38,281.56,0.16,left,left,False,True
verified-1006,verified,3,570,38,420.49,2.12,right,right,False,True
verified-1006,verified,4,569,38,342.85,0.63,straight,straight,False,True
verified-1006,verified,5,568,38,309.8,0.3,right,right,False,True
verified-1006,verified,6,568,38,377.11,0.85,left,left,False,True
verified-1006,verified,7,568,38,391.08,1.0,right,right,False,True
verified-1006,verified,8,568,38,323.77,0.19,straight,straight,False,True
verified-1006,verified,9,568,38,387.87,0.2,straight,straight,False,True
verified-1006,verified,10,568,38,451.6,0.09,straight,straight,False,True
verified-1006,verified,11,568,38,289.14,0.08,straight,straight,False,True
verified-1006,verified,12,574,38,345.5,0.24,right,right,False,True
verified-1006,verified,13,574,38,351.97,0.16,right,right,False,True
verified-1006,verified,14,576,38,311.54,0.13,straight,straight,False,True
verified-1006,verified,15,574,38,278.95,0.13,straight,straight,False,True
verified-1006,verified,16,574,38,332.09,0.08,straight,straight,False,True
verified-1006,verified,17,584,38,338.8,8.97,left,left,False,True
verified-1006,verified,18,584,38,297.36,8.03,straight,straight,False,True
verified-1006,verified,19,584,38,286.92,8.19,straight,straight,False,True
verified-1006,verified,20,582,38,361.93,3.05,right,right,False,True
verified-1006,verified,21,582,38,425.22,1.03,left,left,False,True
verified-1006,verified,22,581,38,504.08,0.99,straight,straight,False,True
verified-1006,verified,23,581,38,361.85,0.33,right,right,False,True
verified-1006,verified,24,581,38,297.83,0.23,left,left,False,True
verified-1006,verified,25,582,38,286.75,0.2,straight,straight,False,True
verified-1006,verified,26,586,38,336.89,0.14,right,right,False,True
verified-1006,verified,27,586,38,287.24,0.12,left,left,False,True
verified-1006,verified,28,590,38,378.99,0.14,right,right,False,True
verified-1006,verified,29,599,38,317.38,114.84,right,right,False,True
verified-1006,verified,30,599,38,361.56,44.87,straight,straight,False,True
verified-1006,verified,31,595,38,350.42,46.6,straight,straight,False,True
verified-1006,verified,32,595,38,348.05,26.83,right,right,False,True
verified-1006,verified,33,593,38,395.46,25.66,left,left,False,True
verified-1006,verified,34,592,38,319.92,13.82,straight,straight,False,True
verified-1006,verified,35,591,38,348.99,6.49,right,right,False,True
verified-1006,verified,36,590,38,316.98,7.42,left,left,False,True
verified-1006,verified,37,587,38,303.48,1.21,straight,straight,False,True
verified-1006,verified,38,587,38,390.32,0.56,right,right,False,True
verified-1006,verified,39,586,38,281.87,1.39,left,left,False,True
verified-1006,verified,40,587,38,324.37,1.04,right,right,False,True
verified-1006,verified,41,586,38,342.46,0.81,straight,straight,False,True
verified-1006,verified,42,586,38,425.67,1.91,straight,straight,False,True
verified-1006,verified,43,586,38,371.71,0.47,straight,straight,False,True
verified-1006,verified,44,586,38,343.41,0.19,straight,straight,False,True
verified-1006,verified,45,586,38,316.04,0.1,straight,straight,False,True
verified-1006,verified,46,596,38,325.13,2.86,right,right,False,True
verified-1006,verified,47,594,38,446.97,1.86,right,right,False,True
verified-1006,verified,48,594,38,366.79,0.96,left,left,False,True
verified-1006,verified,49,592,38,329.54,1.18,straight,straight,False,True
verified-1006,verified,50,592,38,376.4,0.44,right,right,False,True
verified-1006,verified,51,592,38,337.84,0.57,left,left,False,True
verified-1006,verified,52,592,38,282.8,0.14,straight,straight,False,True
verified-1006,verified,53,592,38,349.21,0.12,right,right,False,True
verified-1006,verified,54,592,38,349.15,0.11,left,left,False,True
verified-1006,verified,55,593,38,297.71,0.26,right,right,False,True
verified-1006,verified,56,599,38,323.29,0.35,right,right,False,True
verified-1006,verified,57,600,38,375.56,0.08,left,left,False,True
verified-1006,verified,58,598,38,351.0,0.2,straight,straight,False,True
verified-1006,verified,59,598,38,288.84,0.11,right,right,False,True
verified-1006,verified,60,598,38,279.54,0.12,left,left,False,True
verified-1006,verified,61,607,38,414.13,232.05,right,right,False,True
verified-1006,verified,62,607,38,307.79,199.49,right,right,False,True
verified-1006,verified,63,608,38,335.19,39.23,left,left,False,True
verified-1006,verified,64,607,38,288.2,10.36,straight,straight,False,True
verified-1006,verified,65,607,38,316.97,4.13,right,right,False,True
verified-1006,verified,66,605,38,343.54,3.35,left,left,False,True
verified-1006,verified,67,605,38,375.89,1.65,straight,straight,False,True
verified-1006,verified,68,604,38,304.93,0.74,right,right,False,True
verified-1006,verified,69,604,38,297.18,0.46,left,left,False,True
verified-1006,verified,70,604,38,343.87,0.19,straight,straight,False,True
verified-1006,verified,71,607,38,308.74,3.9,right,right,False,True
verified-1006,verified,72,606,38,386.74,0.07,straight,straight,False,True
verified-1006,verified,73,606,38,383.75,0.1,straight,straight,False,True
verified-1006,verified,74,606,38,327.36,0.06,straight,straight,False,True
verified-1007,verified,1,563,38,310.59,0.56,right,right,False,True
verified-1007,verified,2,562,38,425.03,0.23,left,left,False,True
verified-1007,verified,3,562,38,348.27,0.34,straight,straight,False,True
verified-1007,verified,4,562,38,292.24,0.51,right,right,False,True
verified-1007,verified,5,562,38,334.93,0.38,left,left,False,True
verified-1007,verified,6,562,38,319.68,0.16,straight,straight,False,True
verified-1007,verified,7,562,38,340.3,0.12,straight,straight,False,True
verified-1007,verified,8,562,38,316.99,0.09,straight,straight,False,True
verified-1007,verified,9,572,38,369.58,3.02,left,left,False,True
verified-1007,verified,10,572,38,300.09,1.96,left,left,False,True
verified-1007,verified,11,571,38,356.23,1.61,straight,straight,False,True
verified-1007,verified,12,569,38,322.18,0.72,straight,straight,False,True
verified-1007,verified,13,569,38,290.13,0.28,right,right,False,True
verified-1007,verified,14,568,38,323.06,1.06,left,left,False,True
verified-1007,verified,15,569,38,383.52,1.67,right,right,False,True
verified-1007,verified,16,568,38,316.84,0.28,straight,straight,False,True
verified-1007,verified,17,568,38,292.7,0.2,straight,straight,False,True
verified-1007,verified,18,568,38,331.52,0.1,straight,straight,False,True
verified-1007,verified,19,568,38,318.59,0.17,straight,straight,False,True
verified-1007,verified,20,568,38,301.34,0.08,straight,straight,False,True
verified-1007,verified,21,576,38,322.8,0.33,left,left,False,True
verified-1007,verified,22,576,38,352.04,0.28,straight,straight,False,True
verified-1007,verified,23,576,38,355.26,0.09,straight,straight,False,True
verified-1007,verified,24,584,38,265.51,7.0,left,left,False,True
verified-1007,verified,25,583,38,364.58,10.55,left,left,False,True
verified-1007,verified,26,584,38,372.08,3.47,straight,straight,False,True
verified-1007,verified,27,583,38,340.61,1.15,straight,straight,False,True
verified-1007,verified,28,581,38,278.08,0.55,right,right,False,True
verified-1007,verified,29,581,38,327.06,1.37,left,left,False,True
verified-1007,verified,30,581,38,316.38,0.43,right,right,False,True
verified-1007,verified,31,580,38,307.54,0.45,straight,straight,False,True
verified-1007,verified,32,580,38,299.0,0.29,straight,straight,False,True
verified-1007,verified,33,580,38,341.57,0.18,straight,straight,False,True
verified-1007,verified,34,580,38,306.24,0.16,straight,straight,False,True
verified-1007,verified,35,580,38,297.2,0.15,straight,straight,False,True
verified-1007,verified,36,580,38,331.76,0.09,straight,straight,False,True
verified-1007,verified,37,587,38,315.0,0.59,right,right,False,True
verified-1007,verified,38,587,38,377.63,0.18,straight,straight,False,True
verified-1007,verified,39,587,38,337.13,0.78,right,right,False,True
verified-1007,verified,40,586,38,316.25,0.23,straight,straight,False,True
verified-1007,verified,41,586,38,332.12,0.12,straight,straight,False,True
verified-1007,verified,42,586,38,414.94,0.13,straight,straight,False,True
verified-1007,verified,43,586,38,290.04,0.07,straight,straight,False,True
verified-1007,verified,44,596,38,280.05,17.78,left,left,False,True
verified-1007,verified,45,596,38,304.19,5.43,straight,straight,False,True
verified-1007,verified,46,594,38,294.4,5.2,left,left,False,True
verified-1007,verified,47,594,38,306.11,1.0,straight,straight,False,True
verified-1007,verified,48,593,38,305.03,0.62,straight,straight,False,True
verified-1007,verified,49,593,38,311.92,0.35,right,right,False,True
verified-1007,verified,50,593,38,310.16,0.44,left,left,False,True
verified-1007,verified,51,593,38,330.97,0.19,straight,straight,False,True
verified-1007,verified,52,594,38,294.41,0.21,right,right,False,True
verified-1007,verified,53,595,38,332.09,0.1,straight,straight,False,True
verified-1007,verified,54,599,38,322.51,0.19,straight,straight,False,True
verified-1007,verified,55,609,38,335.06,123.15,right,right,False,True
verified-1007,verified,56,609,38,352.13,74.21,straight,straight,False,True
verified-1007,verified,57,610,38,363.16,51.26,straight,straight,False,True
verified-1007,verified,58,611,38,287.43,26.91,right,right,False,True
verified-1007,verified,59,610,38,444.2,44.07,left,left,False,True
verified-1007,verified,60,611,38,441.05,10.91,straight,straight,False,True
verified-1007,verified,61,612,38,421.59,4.17,right,right,False,True
verified-1007,verified,62,609,38,344.83,2.52,left,left,False,True
verified-1007,verified,63,607,38,290.59,0.42,straight,straight,False,True
verified-1007,verified,64,607,38,321.18,0.34,right,right,False,True
verified-1007,verified,65,603,38,324.55,0.4,straight,straight,False,True
verified-1007,verified,66,602,38,353.81,1.32,straight,straight,False,True
verified-1007,verified,67,601,38,274.8,0.21,straight,straight,False,True
verified-1007,verified,68,600,38,292.2,0.2,straight,straight,False,True
verified-1007,verified,69,599,38,337.62,0.14,straight,straight,False,True
verified-1007,verified,70,598,38,321.81,0.15,straight,straight,False,True
verified-1007,verified,71,598,38,430.09,0.12,straight,straight,False,True
verified-1007,verified,72,605,38,325.82,1.5,right,right,False,True
verified-1007,verified,73,604,38,278.5,1.06,right,right,False,True
verified-1007,verified,74,606,38,282.87,0.23,left,left,False,True
verified-1007,verified,75,604,38,465.48,0.36,straight,straight,False,True
verified-1007,verified,76,604,38,325.91,0.14,right,right,False,True
verified-1007,verified,77,604,38,396.52,0.08,left,left,False,True
verified-1007,verified,78,604,38,316.82,0.12,right,right,False,True
unassisted-1005,unassisted,1,588,38,320.19,0.28,right,right,False,True
unassisted-1005,unassisted,2,588,38,390.27,0.16,straight,straight,False,False
unassisted-1005,unassisted,3,588,38,298.76,0.77,straight,straight,False,False
unassisted-1005,unassisted,4,589,38,409.64,1.3,straight,straight,False,False
unassisted-1005,unassisted,5,592,38,373.88,1.99,right,right,False,True
unassisted-1005,unassisted,6,592,38,389.29,0.7,straight,straight,False,True
unassisted-1005,unassisted,7,593,38,324.55,0.28,straight,straight,False,True
unassisted-1005,unassisted,8,594,38,326.23,0.12,straight,straight,False,True
unassisted-1005,unassisted,9,597,38,377.72,0.35,left,left,False,False
unassisted-1005,unassisted,10,598,38,410.92,0.28,left,left,False,True
unassisted-1005,unassisted,11,598,38,319.16,0.27,straight,straight,False,False
unassisted-1005,unassisted,12,597,38,307.14,0.68,straight,straight,False,False
unassisted-1005,unassisted,13,596,38,301.75,0.82,straight,straight,False,False
unassisted-1005,unassisted,14,596,38,356.03,0.86,straight,straight,False,False
unassisted-1005,unassisted,15,596,38,371.67,0.73,straight,straight,False,False
unassisted-1005,unassisted,16,596,38,438.5,2.69,straight,straight,False,False
unassisted-1005,unassisted,17,596,38,368.23,2.24,straight,straight,False,False
unassisted-1005,unassisted,18,596,38,322.26,1.54,straight,straight,False,False
unassisted-1005,unassisted,19,596,38,325.41,1.76,left,left,False,True
unassisted-1005,unassisted,20,595,38,342.75,2.09,straight,straight,False,True
unassisted-1005,unassisted,21,592,38,367.63,1.69,straight,straight,False,True
unassisted-1005,unassisted,22,591,38,288.9,1.56,straight,straight,False,True
unassisted-1005,unassisted,23,590,38,316.68,0.5,straight,straight,False,True
unassisted-1005,unassisted,24,590,38,306.47,0.62,straight,straight,False,False
unassisted-1005,unassisted,25,590,38,392.01,0.85,straight,straight,False,False
unassisted-1005,unassisted,26,590,38,357.8,1.6,straight,straight,False,False
unassisted-1005,unassisted,27,590,38,429.62,2.16,straight,straight,False,False
unassisted-1005,unassisted,28,590,38,297.81,3.22,straight,straight,False,False
unassisted-1005,unassisted,29,590,38,395.67,4.3,left,left,False,True
unassisted-1005,unassisted,30,590,38,407.78,3.04,straight,straight,False,True
unassisted-1005,unassisted,31,590,38,327.49,3.41,straight,straight,False,True
unassisted-1005,unassisted,32,590,38,397.35,2.43,straight,straight,False,True
unassisted-1005,unassisted,33,590,38,325.56,1.22,straight,straight,False,True
unassisted-1005,unassisted,34,590,38,269.62,1.7,straight,straight,False,True
unassisted-1005,unassisted,35,590,38,272.61,0.88,straight,straight,False,True
unassisted-1005,unassisted,36,590,38,292.3,1.04,straight,straight,False,True
unassisted-1005,unassisted,37,591,38,303.17,0.38,straight,straight,False,True
unassisted-1005,unassisted,38,594,38,321.18,0.55,straight,straight,False,False
unassisted-1005,unassisted,39,595,38,321.5,0.23,left,left,False,True
unassisted-1005,unassisted,40,596,38,353.45,0.16,straight,straight,False,True
unassisted-1005,unassisted,41,596,38,342.26,0.13,straight,straight,False,True
unassisted-1005,unassisted,42,596,38,389.05,0.07,straight,straight,False,True
unassisted-1005,unassisted,43,596,38,386.26,0.06,straight,straight,False,True
unassisted-1005,unassisted,44,596,38,404.24,0.06,left,left,False,True
unassisted-1005,unassisted,45,600,38,352.64,0.12,straight,straight,False,True
unassisted-1005,unassisted,46,597,38,449.36,0.07,straight,straight,False,True
unassisted-1005,unassisted,47,605,38,311.69,1.01,straight,straight,False,False
unassisted-1005,unassisted,48,604,38,318.92,2.21,straight,straight,False,False
unassisted-1005,unassisted,49,603,38,301.37,2.43,straight,straight,False,False
unassisted-1005,unassisted,50,602,38,347.68,8.05,straight,straight,False,False
unassisted-1005,unassisted,51,602,38,273.14,4.08,straight,straight,False,False
unassisted-1005,unassisted,52,602,38,320.38,4.23,straight,straight,False,False
unassisted-1005,unassisted,53,602,38,331.24,5.74,straight,straight,False,False
unassisted-1005,unassisted,54,602,38,274.79,5.6,straight,straight,False,False
unassisted-1005,unassisted,55,602,38,321.09,6.38,right,right,False,True
unassisted-1005,unassisted,56,602,38,321.1,3.66,straight,straight,False,True
unassisted-1005,unassisted,57,603,38,325.75,1.1,straight,straight,False,True
unassisted-1005,unassisted,58,604,38,286.55,0.7,straight,straight,False,True
unassisted-1005,unassisted,59,607,38,318.7,0.41,right,right,False,True
unassisted-1005,unassisted,60,607,38,310.29,0.81,straight,straight,False,True
unassisted-1005,unassisted,61,608,38,334.03,0.49,straight,straight,False,True
unassisted-1005,unassisted,62,609,38,468.99,1.01,straight,straight,False,True
unassisted-1005,unassisted,63,610,38,342.85,0.74,straight,straight,False,True
unassisted-1005,unassisted,64,610,38,399.98,0.25,straight,straight,False,True
unassisted-1005,unassisted,65,610,38,291.78,0.24,straight,straight,False,True
unassisted-1005,unassisted,66,610,38,315.57,0.21,straight,straight,False,True
unassisted-1005,unassisted,67,610,38,320.0,0.17,straight,straight,False,True
unassisted-1005,unassisted,68,611,38,375.58,0.46,straight,straight,False,True
unassisted-1005,unassisted,69,614,38,426.74,0.07,straight,straight,False,True
unassisted-1005,unassisted,70,619,38,326.76,0.83,right,right,False,True
unassisted-1005,unassisted,71,617,38,396.42,2.13,straight,straight,False,True
unassisted-1005,unassisted,72,617,38,344.17,0.76,straight,straight,False,True
unassisted-1005,unassisted,73,617,38,383.43,0.97,straight,straight,False,True
unassisted-1005,unassisted,74,617,38,301.75,0.36,straight,straight,False,True
unassisted-1005,unassisted,75,616,38,299.97,0.43,straight,straight,False,True
unassisted-1005,unassisted,76,615,38,400.16,0.35,straight,straight,False,True
unassisted-1005,unassisted,77,615,38,364.2,0.22,straight,straight,False,True
unassisted-1005,unassisted,78,615,38,322.44,0.26,straight,straight,False,True
unassisted-1005,unassisted,79,615,38,585.23,0.09,right,right,False,True
unassisted-1005,unassisted,80,615,38,319.46,0.1,straight,straight,False,True
unassisted-1005,unassisted,81,612,38,281.12,0.11,straight,straight,False,False
unassisted-1005,unassisted,82,611,38,327.37,0.7,straight,straight,False,False
unassisted-1005,unassisted,83,610,38,345.82,0.11,straight,straight,False,False
unassisted-1005,unassisted,84,609,38,305.4,0.33,straight,straight,False,False
unassisted-1005,unassisted,85,608,38,294.37,0.2,straight,straight,False,False
unassisted-1005,unassisted,86,607,38,333.12,0.38,straight,straight,False,False
unassisted-1005,unassisted,87,607,38,331.09,0.9,straight,straight,False,False
unassisted-1005,unassisted,88,607,38,461.08,0.44,straight,straight,False,False
unassisted-1005,unassisted,89,607,38,310.48,0.64,right,right,False,False
unassisted-1005,unassisted,90,607,38,376.97,2.12,straight,straight,False,False
unassisted-1005,unassisted,91,607,38,299.56,4.56,straight,straight,False,False
unassisted-1005,unassisted,92,607,38,319.72,5.66,straight,straight,False,False
unassisted-1005,unassisted,93,607,38,338.3,12.34,straight,straight,False,False
unassisted-1005,unassisted,94,607,38,281.82,39.26,straight,straight,False,False
unassisted-1005,unassisted,95,607,38,362.31,34.93,straight,straight,False,False
unassisted-1005,unassisted,96,607,38,333.28,93.41,straight,straight,False,False
unassisted-1005,unassisted,97,608,38,315.31,40.64,straight,straight,False,False
unassisted-1005,unassisted,98,611,38,454.58,92.93,right,right,False,True
unassisted-1005,unassisted,99,611,38,355.3,79.0,straight,straight,False,True
unassisted-1005,unassisted,100,612,38,343.53,39.29,straight,straight,False,True
unassisted-1005,unassisted,101,614,38,317.88,16.31,straight,straight,False,True
unassisted-1005,unassisted,102,615,38,464.91,12.98,straight,straight,False,True
unassisted-1005,unassisted,103,616,38,321.24,5.65,straight,straight,False,True
unassisted-1005,unassisted,104,616,38,289.55,2.07,straight,straight,False,True
unassisted-1005,unassisted,105,616,38,420.39,0.83,straight,straight,False,True
unassisted-1005,unassisted,106,617,38,315.22,1.1,straight,straight,False,False
unassisted-1005,unassisted,107,620,38,371.5,3.96,right,right,False,True
unassisted-1005,unassisted,108,617,38,327.72,1.8,straight,straight,False,True
unassisted-1005,unassisted,109,617,38,420.95,1.35,straight,straight,False,True
unassisted-1005,unassisted,110,617,38,378.3,1.01,straight,straight,False,True
unassisted-1005,unassisted,111,617,38,409.32,1.01,straight,straight,False,True
unassisted-1005,unassisted,112,617,38,319.58,0.38,straight,straight,False,True
unassisted-1005,unassisted,113,616,38,383.83,0.2,straight,straight,False,True
unassisted-1005,unassisted,114,616,38,379.29,0.13,straight,straight,False,True
unassisted-1005,unassisted,115,616,38,376.26,0.13,straight,straight,False,True
unassisted-1005,unassisted,116,616,38,308.52,0.21,straight,straight,False,True
unassisted-1005,unassisted,117,616,38,325.95,0.13,right,right,False,True
unassisted-1005,unassisted,118,619,38,325.16,0.68,straight,straight,False,True
unassisted-1005,unassisted,119,618,38,343.34,0.34,straight,straight,False,True
unassisted-1005,unassisted,120,617,38,351.54,0.16,straight,straight,False,True
unassisted-1005,unassisted,121,616,38,323.48,0.17,straight,straight,False,False
unassisted-1005,unassisted,122,615,38,306.73,0.21,straight,straight,False,False
unassisted-1005,unassisted,123,614,38,328.95,0.5,straight,straight,False,False
unassisted-1005,unassisted,124,613,38,341.14,1.24,straight,straight,False,False
unassisted-1005,unassisted,125,613,38,454.61,1.61,straight,straight,False,False
unassisted-1005,unassisted,126,613,38,425.96,3.21,straight,straight,False,False
unassisted-1005,unassisted,127,613,38,389.88,1.34,right,right,False,True
unassisted-1005,unassisted,128,614,38,435.8,1.56,straight,straight,False,True
unassisted-1005,unassisted,129,614,38,433.09,0.82,straight,straight,False,True
unassisted-1005,unassisted,130,614,38,393.21,0.41,straight,straight,False,True
unassisted-1005,unassisted,131,614,38,336.2,0.24,straight,straight,False,False
unassisted-1005,unassisted,132,614,38,322.52,0.79,straight,straight,False,False
unassisted-1005,unassisted,133,614,38,327.61,1.1,right,right,False,True
unassisted-1005,unassisted,134,614,38,486.08,0.78,straight,straight,False,True
unassisted-1005,unassisted,135,614,38,444.05,1.16,straight,straight,False,True
unassisted-1005,unassisted,136,614,38,336.4,0.24,straight,straight,False,True
unassisted-1005,unassisted,137,614,38,356.29,0.16,straight,straight,False,True
unassisted-1005,unassisted,138,614,38,357.9,0.13,straight,straight,False,True
unassisted-1005,unassisted,139,614,38,324.41,0.15,right,right,False,True
unassisted-1005,unassisted,140,614,38,411.58,0.12,straight,straight,False,True
unassisted-1005,unassisted,141,619,38,332.6,0.15,straight,straight,False,True
unassisted-1005,unassisted,142,619,38,315.39,1.41,straight,straight,False,False
unassisted-1005,unassisted,143,619,38,482.21,0.24,straight,straight,False,False
unassisted-1005,unassisted,144,619,38,304.06,0.41,right,right,False,False
unassisted-1005,unassisted,145,619,38,298.54,0.2,straight,straight,False,True
unassisted-1005,unassisted,146,619,38,292.34,0.33,right,right,False,True
unassisted-1005,unassisted,147,619,38,341.02,0.14,straight,straight,False,True
unassisted-1005,unassisted,148,619,38,399.39,0.22,straight,straight,False,False
unassisted-1005,unassisted,149,619,38,329.23,0.47,straight,straight,False,False
unassisted-1005,unassisted,150,619,38,438.19,1.17,straight,straight,False,False
unassisted-1005,unassisted,151,620,38,304.08,0.68,straight,straight,False,False
unassisted-1005,unassisted,152,620,38,375.73,1.44,straight,straight,False,False
unassisted-1005,unassisted,153,620,38,313.87,2.55,straight,straight,False,False
unassisted-1005,unassisted,154,621,38,495.01,6.76,straight,straight,False,False
unassisted-1005,unassisted,155,624,38,340.32,6.56,straight,straight,False,False
unassisted-1005,unassisted,156,625,38,327.23,8.36,left,left,False,False
unassisted-1005,unassisted,157,626,38,594.97,24.65,straight,straight,False,False
unassisted-1005,unassisted,158,627,38,339.11,112.95,straight,straight,False,False
unassisted-1005,unassisted,159,628,38,431.04,64.57,left,left,False,True
unassisted-1005,unassisted,160,628,38,339.75,78.9,left,left,False,True
unassisted-1005,unassisted,161,629,38,473.47,93.52,straight,straight,False,True
unassisted-1005,unassisted,162,630,38,363.28,12.88,right,right,False,True
unassisted-1005,unassisted,163,627,38,311.31,15.99,straight,straight,False,True
unassisted-1005,unassisted,164,626,38,322.75,7.6,straight,straight,False,True
unassisted-1005,unassisted,165,625,38,456.56,6.09,straight,straight,False,True
unassisted-1005,unassisted,166,624,38,345.71,1.46,straight,straight,False,True
unassisted-1005,unassisted,167,623,38,467.1,0.58,straight,straight,False,True
unassisted-1005,unassisted,168,622,38,364.53,0.33,straight,straight,False,True
unassisted-1005,unassisted,169,621,38,361.96,0.2,straight,straight,False,False
unassisted-1005,unassisted,170,620,38,301.33,0.87,straight,straight,False,False
unassisted-1005,unassisted,171,620,38,320.26,1.61,straight,straight,False,False
unassisted-1005,unassisted,172,620,38,352.48,0.58,left,left,False,True
unassisted-1005,unassisted,173,620,38,414.65,0.77,left,left,False,True
unassisted-1005,unassisted,174,620,38,368.84,0.3,straight,straight,False,True
unassisted-1005,unassisted,175,620,38,281.96,0.22,straight,straight,False,True
unassisted-1005,unassisted,176,620,38,391.22,0.29,right,right,False,True
unassisted-1005,unassisted,177,620,38,354.76,0.26,straight,straight,False,True
unassisted-1005,unassisted,178,620,38,353.06,0.19,straight,straight,False,True
unassisted-1005,unassisted,179,620,38,341.33,0.11,straight,straight,False,True
unassisted-1005,unassisted,180,626,38,340.39,39.12,straight,straight,False,False
unassisted-1005,unassisted,181,627,38,385.24,70.03,straight,straight,False,False
unassisted-1005,unassisted,182,630,38,407.19,86.64,straight,straight,False,False
unassisted-1005,unassisted,183,631,38,292.22,53.21,left,left,False,True
unassisted-1005,unassisted,184,632,38,310.12,60.22,straight,straight,False,True
unassisted-1005,unassisted,185,633,38,360.97,38.49,straight,straight,False,True
unassisted-1005,unassisted,186,634,38,396.47,12.98,straight,straight,False,True
unassisted-1005,unassisted,187,635,38,428.47,5.27,straight,straight,False,True
unassisted-1005,unassisted,188,636,38,329.71,0.98,left,left,False,True
unassisted-1005,unassisted,189,636,38,275.94,1.05,straight,straight,False,True
unassisted-1005,unassisted,190,635,38,376.25,1.8,straight,straight,False,True
unassisted-1005,unassisted,191,634,38,444.02,2.18,straight,straight,False,True
unassisted-1005,unassisted,192,633,38,339.27,0.81,straight,straight,False,True
unassisted-1005,unassisted,193,632,38,273.86,0.38,straight,straight,False,True
unassisted-1005,unassisted,194,631,38,391.91,24.42,straight,straight,False,True
unassisted-1005,unassisted,195,630,38,329.18,0.14,straight,straight,False,True
unassisted-1005,unassisted,196,629,38,449.87,0.29,straight,straight,False,False
unassisted-1005,unassisted,197,628,38,540.69,0.24,straight,straight,False,False
unassisted-1005,unassisted,198,627,38,366.43,0.41,straight,straight,False,False
unassisted-1005,unassisted,199,627,38,316.09,0.6,right,right,False,True
unassisted-1005,unassisted,200,628,38,299.05,0.12,right,right,False,True
verified-1005,verified,1,563,38,340.99,0.37,left,left,False,True
verified-1005,verified,2,563,38,341.91,0.4,left,left,False,True
verified-1005,verified,3,563,38,506.96,0.24,left,left,False,True
verified-1005,verified,4,563,38,362.15,0.27,right,right,False,True
verified-1005,verified,5,563,38,428.39,0.07,straight,straight,False,True
verified-1005,verified,6,564,38,289.49,0.07,straight,straight,False,True
verified-1005,verified,7,573,38,387.14,0.2,left,left,False,True
verified-1005,verified,8,573,38,361.51,0.15,straight,straight,False,True
verified-1005,verified,9,574,38,518.33,0.14,left,left,False,True
verified-1005,verified,10,571,38,696.48,0.1,straight,straight,False,True
verified-1005,verified,11,579,38,298.39,0.28,right,right,False,True
verified-1005,verified,12,579,38,382.73,0.1,right,right,False,True
verified-1005,verified,13,581,38,332.41,0.1,left,left,False,True
verified-1005,verified,14,582,38,340.5,0.14,right,right,False,True
verified-1005,verified,15,586,38,311.5,0.74,straight,straight,False,True
verified-1005,verified,16,595,38,370.1,0.11,left,left,False,True
verified-1005,verified,17,600,38,309.35,0.23,left,left,False,True
verified-1005,verified,18,601,38,274.25,0.19,straight,straight,False,True
verified-1005,verified,19,597,38,340.54,0.16,straight,straight,False,True
verified-1005,verified,20,603,38,474.95,1.17,straight,straight,False,True
verified-1005,verified,21,603,38,326.01,0.65,left,left,False,True
verified-1005,verified,22,599,38,275.69,0.79,straight,straight,False,True
